Name,Type,Efficiency,Wattage,Modular,Rating,Rating Count,Price,Efficiency Rating
 SeaSonic SSP-300TBS  ,TFX, Rating80+ Bronze,300,No,0, 0,89.99,1
 SeaSonic PRIME  ,ATX, Rating80+ Gold,750,Full,5, 2,232.59,3
 EVGA 700 B1  ,ATX, Rating80+ Bronze,700,No,4, 10,217.49,1
 Enermax Platimax D.F.  ,ATX, Rating80+ Platinum,1050,Full,0, 0,149.99,4
 KOLINK Regulator  ,ATX, Rating80+ Gold,1200,Full,0, 0,169.99,3
 SeaSonic PRIME Ultra Gold 1000  ,ATX, Rating80+ Gold,1000,Full,5, 1,379.99,3
 Thermaltake Toughpower GF1 - TT Premium  ,ATX, Rating80+ Gold,1200,Full,0, 0,210.06,3
 Silverstone ST75F-GS-V3  ,ATX, Rating80+ Gold,750,Full,0, 0,112.28,3
 Thermaltake Toughpower PF1 - TT Premium Edition  ,ATX, Rating80+ Platinum,650,Full,5, 1,197.49,4
 SeaSonic PRIME Ultra Platinum 750  ,ATX, Rating80+ Platinum,750,Full,0, 0,189.99,4
 Super Flower Leadex V Pro  ,ATX, Rating80+ Gold,1000,Full,0, 0,249.99,3
 be quiet! TFX Power 3 300  ,TFX, Rating80+ Gold,300,No,0, 0,127.49,3
 Silverstone Strider Platinum  ,ATX, Rating80+ Platinum,750,Full,0, 0,144.37,4
 Cooler Master V1300 Platinum  ,ATX, Rating80+ Platinum,1300,Full,0, 0,399.9,4
 Thermaltake Smart SE  ,ATX, Rating,530,Semi,0, 0,146.0,0
 Thermaltake Smart BX1 RGB 650  ,ATX, Rating80+ Bronze,650,No,0, 0,136.94,1
 Thermaltake Toughpower GF2 ARGB  ,ATX, Rating80+ Gold,650,Full,0, 0,130.99,3
 FSP Group Hydro PTM PRO  ,ATX, Rating80+ Platinum,850,Full,0, 0,179.99,4
 Cougar COUGAR-GX1050  ,ATX, Rating80+ Gold,1050,Semi,4, 1,164.99,3
 Athena Power AP-MFATX40P8  ,Flex ATX, Rating80+ Bronze,400,No,0, 0,118.2,1
 Phanteks Revolt Pro  ,ATX, Rating80+ Gold,850,Full,5, 4,380.0,3
 Silverstone Essential  ,ATX, Rating80+ Gold,650,No,5, 1,119.99,3
 Rosewill VALENS-600  ,ATX, Rating80+ Gold,600,No,5, 2,140.0,3
 Sparkle ATX-350PN-B204  ,ATX, Rating,350,No,0, 0,57.99,0
 Super Flower LEADEX VII Platinum PRO  ,ATX, Rating80+ Platinum,850,Full,0, 0,199.99,4
 FSP Group FSP500-50FSPT  ,Flex ATX, Rating80+ Platinum,500,No,0, 0,198.99,4
 Fractal Design Anode Bronze  ,ATX, Rating80+ Bronze,750,Semi,0, 0,142.19,1
 Corsair AX650  ,ATX, Rating80+ Gold,650,Full,5, 2,250.0,3
 Antec Earthwatts Green  ,ATX, Rating80+,500,No,3, 1,108.11,0
 Super Flower Leadex V Pro  ,ATX, Rating80+ Gold,1000,Full,0, 0,189.99,3
 EVGA SuperNOVA G FTW  ,ATX, Rating80+ Gold,850,Full,0, 0,154.99,3
 SeaSonic SS-300TFX Bronze  ,TFX, Rating80+ Bronze,300,No,5, 1,62.92,1
 SeaSonic PRIME Ultra Gold 750  ,ATX, Rating80+ Gold,750,Full,5, 3,169.99,3
 Athena Power Apollo  ,SFX, Rating,300,No,0, 0,49.99,0
 Corsair VS400  ,ATX, Rating80+,400,No,5, 1,369.0,0
 PC Power & Cooling Silencer  ,ATX, Rating80+ Platinum,1050,Full,5, 1,210.62,4
 Antec Basiq  ,ATX, Rating,350,No,3, 6,88.34,0
 Super Flower Leadex III ARGB Pro  ,ATX, Rating80+ Gold,750,Full,5, 2,189.0,3
 PC Power & Cooling Silencer  ,ATX, Rating80+ Platinum,1200,Full,0, 0,315.5,4
 In Win P130II  ,ATX, Rating80+ Platinum,1300,Full,0, 0,249.95,4
 Silverstone ST85F-GS-V2  ,ATX, Rating80+ Gold,850,Full,0, 0,129.99,3
 In Win PB  ,ATX, Rating80+ Gold,750,Full,2, 1,150.0,3
 EVGA SuperNOVA 850 GA  ,ATX, Rating80+ Gold,850,Full,0, 0,350.0,3
 Thermaltake TOUGHPOWER PF1 ARGB  ,ATX, Rating80+ Platinum,850,Full,0, 0,299.99,4
 SeaSonic SS-300ES Bronze  ,ATX, Rating80+ Bronze,300,No,5, 1,104.44,1
 Antec Signature Platinum  ,ATX, Rating80+ Platinum,1000,Full,0, 0,237.37,4
 Corsair TX750 V2  ,ATX, Rating80+ Bronze,750,No,5, 27,340.0,1
 In Win P75  ,ATX, Rating80+ Gold,750,Full,5, 2,129.97,3
 EVGA SuperNOVA 750 PQ  ,ATX, Rating80+ Platinum,750,Semi,5, 2,218.49,4
 Super Flower Leadex V Platinum Pro  ,ATX, Rating80+ Platinum,1000,Full,0, 0,209.99,4
 In Win P65  ,ATX, Rating80+ Gold,650,Full,0, 0,124.0,3
 In Win P85  ,ATX, Rating80+ Gold,850,Full,0, 0,144.18,3
 In Win P105II  ,ATX, Rating80+ Platinum,1050,Full,0, 0,185.91,4
 Thermaltake Toughpower iRGB PLUS 750  ,ATX, Rating80+ Gold,750,Full,3, 1,219.99,3
 Enermax MaxTytan  ,ATX, Rating80+ Titanium,1050,Full,0, 0,299.99,5
 Super Flower Leadex VI Platinum PRO  ,ATX, Rating80+ Platinum,1000,Full,0, 0,156.98,4
 SHARKOON SilentStorm  ,SFX, Rating80+ Bronze,450,No,0, 0,97.59,1
 Thermaltake Toughpower iRGB PLUS 850  ,ATX, Rating80+ Gold,850,Full,0, 0,285.0,3
 Thermaltake Smart  ,ATX, Rating80+ Bronze,750,Semi,4, 6,196.8,1
 SeaSonic PRIME Ultra Gold 850  ,ATX, Rating80+ Gold,850,Full,0, 0,195.98,3
 RAIJINTEK CRATOS  ,ATX, Rating80+ Gold,850,Full,0, 0,96.9,3
 Athena Power AP-MFATX50P8  ,Flex ATX, Rating80+ Silver,500,No,3, 1,179.99,2
 Antec Earthwatts Green  ,ATX, Rating80+ Bronze,430,No,4, 2,104.64,1
 Fractal Design Anode Bronze  ,ATX, Rating80+ Bronze,550,Semi,0, 0,148.69,1
 Super Flower Leadex Gold  ,ATX, Rating80+ Gold,1300,Full,5, 1,299.99,3
 Super Flower Leadex VI Platinum PRO  ,ATX, Rating80+ Platinum,850,Full,3, 1,149.99,4
 SeaSonic PRIME Titanium  ,ATX, Rating80+ Titanium,1000,Full,4, 1,599.0,5
 BitFenix BFG GOLD ATX3.0  ,ATX, Rating80+ Gold,850,Full,0, 0,109.9,3
 Thermaltake Toughpower PF1 - TT Premium Edition  ,ATX, Rating80+ Platinum,1050,Full,0, 0,318.1,4
 SeaSonic PRIME Ultra Platinum 850  ,ATX, Rating80+ Platinum,850,Full,0, 0,359.99,4
 Rosewill Green  ,ATX, Rating80+,430,No,0, 0,80.0,0
 Rosewill Green  ,ATX, Rating80+,530,No,4, 7,170.0,0
 Corsair HX1200i  ,ATX, Rating80+ Platinum,1200,Full,0, 0,319.99,4
 Rosewill Capstone  ,ATX, Rating80+ Gold,750,No,5, 7,269.0,3
 Enermax MarbleBron  ,ATX, Rating80+ Bronze,650,Semi,0, 0,82.94,1
 Rosewill CS-850M  ,ATX, Rating80+ Gold,850,Full,0, 0,119.66,3
 SeaSonic SS-400ET Bronze  ,ATX, Rating80+ Bronze,400,No,4, 1,98.0,1
 In Win IP-S300FF1-0  ,TFX, Rating80+,300,No,0, 0,62.5,0
 FSP Group Hydro GE  ,ATX, Rating80+ Gold,650,Full,0, 0,109.99,3
 Rosewill CMG850  ,ATX, Rating80+ Gold,850,Full,0, 0,208.88,3
 Cooler Master MWE Gold V2 ATX3.0  ,ATX, Rating80+ Gold,1250,Full,0, 0,129.99,3
 Antec True Power  ,ATX, Rating80+ Bronze,850,Full,5, 1,230.81,1
 Rosewill PMG750  ,ATX, Rating80+ Gold,750,Full,0, 0,120.0,3
 SeaSonic SS-850HT Silver  ,ATX, Rating80+ Silver,850,No,0, 0,169.0,2
 Super Flower Leadex III ARGB Pro  ,ATX, Rating80+ Gold,650,Full,0, 0,189.99,3
 FSP Group FSP300-60LG-5K  ,Flex ATX, Rating80+ Bronze,300,No,0, 0,153.74,1
 Corsair TX750 V2  ,ATX, Rating80+ Bronze,750,No,4, 7,340.0,1
 Antec Earthwatts  ,ATX, Rating80+ Bronze,500,No,5, 2,124.98,1
 Cooler Master MWE Gold V2 ATX3.0  ,ATX, Rating80+ Gold,1050,Full,0, 0,168.99,3
 Apex AL-A400ATX  ,ATX, Rating,400,No,0, 0,94.41,0
 YEYIAN Raiden RGB  ,ATX, Rating80+ Bronze,650,No,0, 0,69.98,1
 Sparkle ATX-300PA  ,ATX, Rating,300,No,0, 0,187.99,0
 SeaSonic Platinum  ,ATX, Rating80+ Bronze,600,No,0, 0,128.01,1
 Super Flower Leadex V Pro  ,ATX, Rating80+ Gold,850,Full,0, 0,210.62,3
 iStarUSA TC-1200PD8G  ,ATX, Rating,1200,Full,0, 0,308.99,0
 SeaSonic SS-600ES  ,ATX, Rating80+ Bronze,600,No,3, 1,101.98,1
