Name,Socket,Form Factor,Max Memory,Memory Slots,Rating,Rating Count,Price
 Asus Pro Q670M-C-CSM  ,LGA1700,Micro ATX,128 GB,4,0, 0,$169.19
 Asus H170I-PRO  ,LGA1151,Mini ITX,32 GB,2,0, 0,
 Gigabyte A520M AORUS ELITE  ,AM4,Micro ATX,128 GB,4,4, 2,$148.90
 MSI Creator TRX40  ,sTRX4,EATX,256 GB,8,5, 1,
 Gigabyte B760M AORUS PRO AX  ,LGA1700,Micro ATX,192 GB,4,0, 0,
 MSI MAG B460M MORTAR  ,LGA1200,Micro ATX,128 GB,4,4, 6,
 ASRock X470 Taichi  ,AM4,ATX,64 GB,4,4, 11,
 ASRock Z590 Pro4  ,LGA1200,ATX,128 GB,4,4, 3,
 ASRock H610M-ITX/eDP  ,LGA1700,Mini ITX,64 GB,2,0, 0,$153.19
 Gigabyte B760M GAMING WIFI  ,LGA1700,Micro ATX,96 GB,2,0, 0,
 Asus PRIME H770-PLUS  ,LGA1700,ATX,192 GB,4,0, 0,$236.55
 MSI MPG Z590 GAMING FORCE  ,LGA1200,ATX,128 GB,4,4, 3,
 MSI MEG X570 GODLIKE  ,AM4,EATX,128 GB,4,5, 5,
 Gigabyte X470 AORUS GAMING 5 WIFI  ,AM4,ATX,64 GB,4,4, 13,
 Asus PRIME X670-P-CSM  ,AM5,ATX,192 GB,4,0, 0,
 ASRock B760M-C  ,LGA1700,Micro ATX,192 GB,4,0, 0,
 Asus PRIME Z590M-PLUS  ,LGA1200,Micro ATX,128 GB,4,5, 2,
 Asus X99-E  ,LGA2011-3,ATX,128 GB,8,0, 0,
 ASRock B660M Pro RS/D5  ,LGA1700,Micro ATX,192 GB,4,0, 0,
 Gigabyte B660 AORUS Master  ,LGA1700,ATX,192 GB,4,0, 0,$401.59
 Asus Sabertooth X79  ,LGA2011,ATX,64 GB,8,5, 19,
 EVGA Z790 CLASSIFIED  ,LGA1700,EATX,128 GB,4,0, 0,
 Gigabyte GA-H110-D3A  ,LGA1151,ATX,32 GB,2,0, 0,$199.95
 MSI MAG B660M MORTAR WIFI  ,LGA1700,Micro ATX,192 GB,4,4, 1,
 Asus Z10PE-D8 WS  ,2 x LGA2011-3,SSI EEB,512 GB,8,0, 0,
 MSI Z270 PC MATE  ,LGA1151,ATX,64 GB,4,4, 6,
 MSI B350 TOMAHAWK PLUS  ,AM4,ATX,64 GB,4,4, 4,
 Asus PRIME Z370-P II  ,LGA1151,ATX,64 GB,4,4, 1,
 Gigabyte GA-B85M-DS3H-A  ,LGA1150,Micro ATX,32 GB,4,5, 15,
 Gigabyte H310M H  ,LGA1151,Micro ATX,32 GB,2,4, 1,
 MSI X470 GAMING PRO MAX  ,AM4,ATX,128 GB,4,0, 0,
 Gigabyte B660-AORUS-ELITE-DDR4  ,LGA1700,ATX,128 GB,4,0, 0,
 Asus Z10PA-D8  ,2 x LGA2011-3,ATX,512 GB,8,0, 0,
 Gigabyte GA-X79S-UP5-WIFI  ,LGA2011,EATX,64 GB,8,5, 1,
 Asus Z97-A/USB 3.1  ,LGA1150,ATX,32 GB,4,5, 7,
 Gigabyte GA-Z170-HD3P  ,LGA1151,ATX,64 GB,4,4, 8,
 MSI Z370 SLI PLUS  ,LGA1151,ATX,64 GB,4,5, 16,
 Asus Pro WS X570-ACE  ,AM4,ATX,128 GB,4,4, 6,$539.99
 Gigabyte B650M AORUS ELITE  ,AM5,Micro ATX,192 GB,4,0, 0,
 Asus PRIME H610M-D D4  ,LGA1700,Micro ATX,64 GB,2,0, 0,$131.11
 MSI B450M PRO-VDH  ,AM4,Micro ATX,64 GB,4,5, 5,
 Gigabyte GA-B365M-H  ,LGA1151,Micro ATX,32 GB,2,4, 2,
 MSI PRO Z790-P  ,LGA1700,ATX,192 GB,4,0, 0,
 MSI X79MA-GD45  ,LGA2011,Micro ATX,64 GB,4,0, 0,
 Asus H61M-C  ,LGA1155,Micro ATX,16 GB,2,4, 1,
 MSI H110M PRO-D  ,LGA1151,Micro ATX,32 GB,2,4, 3,
 MSI Z170A GAMING PRO CARBON  ,LGA1151,ATX,64 GB,4,5, 20,
 ASRock B250M-HDV  ,LGA1151,Micro ATX,32 GB,2,5, 10,
 MSI B360M MORTAR  ,LGA1151,Micro ATX,64 GB,4,4, 4,
 Asus ROG STRIX B450-E GAMING  ,AM4,ATX,64 GB,4,5, 5,
 Asus PRIME H510M-A/CSM  ,LGA1200,Micro ATX,64 GB,2,4, 1,$141.63
 Gigabyte Z590I AORUS ULTRA  ,LGA1200,Mini ITX,64 GB,2,2, 1,
 Asus M5A97 LE R2.0  ,AM3+,ATX,32 GB,4,4, 49,
 Gigabyte GA-Z97-HD3  ,LGA1150,ATX,32 GB,4,4, 15,
 ASRock A88M-G/3.1  ,FM2+,Micro ATX,64 GB,4,5, 7,
 Gigabyte B660 GAMING X DDR4  ,LGA1700,ATX,128 GB,4,5, 1,
 Asus H170 PRO GAMING  ,LGA1151,ATX,64 GB,4,5, 8,
 NZXT N7 Z590  ,LGA1200,ATX,128 GB,4,5, 1,
 MSI MAG B560 TORPEDO  ,LGA1200,ATX,128 GB,4,5, 3,
 Asus H110M-D  ,LGA1151,Micro ATX,32 GB,2,5, 1,
 Asus Prime B360-Plus  ,LGA1151,ATX,64 GB,4,4, 3,
 Asus ROG MAXIMUS XI HERO  ,LGA1151,ATX,128 GB,4,5, 2,
 Asus WS C246M PRO  ,LGA1151,Micro ATX,128 GB,4,0, 0,
 MSI MAG B460 TORPEDO  ,LGA1200,ATX,128 GB,4,0, 0,$249.90
 Gigabyte GA-AX370-Gaming K7  ,AM4,ATX,64 GB,4,4, 11,
 NZXT N7 Z490  ,LGA1200,ATX,128 GB,4,4, 4,
 MSI H110M PRO-VD PLUS  ,LGA1151,Micro ATX,32 GB,2,5, 9,
 Asus ROG STRIX B360-I GAMING  ,LGA1151,Mini ITX,32 GB,2,5, 7,
 Asus TUF B360M-PLUS GAMING S  ,LGA1151,Micro ATX,64 GB,4,4, 1,
 ASRock B460M Pro4/ac  ,LGA1200,Micro ATX,128 GB,4,0, 0,
 Asus PRIME B250M-K  ,LGA1151,Micro ATX,32 GB,2,4, 1,
 Asus PRIME X399-A  ,sTR4,EATX,128 GB,8,5, 4,
 Gigabyte H410M S2 V3  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 ASRock EP2C602-4L/D16  ,2 x LGA2011,SSI EEB,512 GB,16,4, 3,
 MSI B250M MORTAR  ,LGA1151,Micro ATX,64 GB,4,5, 16,
 Asus PRIME Z370-A II  ,LGA1151,ATX,64 GB,4,4, 7,
 Asus PRIME B760M-A AX6  ,LGA1700,Micro ATX,192 GB,4,0, 0,
 Gigabyte GA-990FXA-UD3  ,AM3+,ATX,32 GB,4,5, 137,
 MSI Z97A GAMING 6  ,LGA1150,ATX,32 GB,4,4, 3,
 Asus Z170-AR  ,LGA1151,ATX,64 GB,4,5, 25,
 ASRock AB350M  ,AM4,Micro ATX,32 GB,2,4, 12,
 MSI X470 GAMING PRO  ,AM4,ATX,64 GB,4,5, 7,
 Gigabyte Z490I AORUS ULTRA  ,LGA1200,Mini ITX,64 GB,2,5, 5,
 Gigabyte GA-AB350M-DS3H V2  ,AM4,Micro ATX,64 GB,4,0, 0,
 Gigabyte B760 AORUS ELITE  ,LGA1700,ATX,192 GB,4,0, 0,$259.41
 Gigabyte GA-Z170X-Gaming 3  ,LGA1151,ATX,64 GB,4,5, 10,
 Asus PRIME B360M-K  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Gigabyte GA-H61M-S2PV,LGA1155,Micro ATX,16 GB,2,4, 1,
 Asus X99-DELUXE  ,LGA2011-3,ATX,64 GB,8,5, 22,
 Supermicro X10DRL-i  ,2 x LGA2011,ATX,512 GB,8,0, 0,
 Asus TUF GAMING B460-PLUS  ,LGA1200,ATX,128 GB,4,0, 0,
 Gigabyte B760 AORUS MASTER DDR4  ,LGA1700,ATX,128 GB,4,0, 0,$288.85
 ASRock A320M-ITX  ,AM4,Mini ITX,32 GB,2,4, 2,
 Asus H81M-PLUS  ,LGA1150,Micro ATX,16 GB,2,4, 3,
 Gigabyte GA-Z97X-SLI  ,LGA1150,ATX,32 GB,4,5, 40,
 Asus Z170-K  ,LGA1151,ATX,64 GB,4,5, 6,
 MSI B250 PC MATE  ,LGA1151,ATX,64 GB,4,5, 16,
 Asus ROG STRIX B460-F GAMING  ,LGA1200,ATX,128 GB,4,5, 1,
 Asus PRIME Z790-V WIFI-CSM  ,LGA1700,ATX,192 GB,4,0, 0,
 Gigabyte GA-B250M-D3H  ,LGA1151,Micro ATX,64 GB,4,4, 6,
 Gigabyte GA-AX370-Gaming K5  ,AM4,ATX,64 GB,4,4, 19,
 MSI MEG B550 UNIFY  ,AM4,ATX,128 GB,4,5, 12,
 MSI MAG B660 TOMAHAWK EVA e-PROJECT  ,LGA1700,ATX,192 GB,4,5, 1,
 MSI PRO B650-VC WIFI II  ,AM5,ATX,96 GB,2,0, 0,
 Asus TUF GAMING B450M-PRO S  ,AM4,Micro ATX,128 GB,4,4, 3,
 Asus PRIME A320M-E  ,AM4,Micro ATX,64 GB,2,0, 0,$179.90
 Gigabyte GA-Z97X-Gaming 5  ,LGA1150,ATX,32 GB,4,4, 21,
 Asus MAXIMUS VII IMPACT  ,LGA1150,Mini ITX,16 GB,2,5, 15,
 Asus X99-DELUXE II  ,LGA2011-3,ATX,128 GB,8,4, 6,
 Gigabyte GA-AX370-GAMING 5  ,AM4,ATX,64 GB,4,4, 14,
 Biostar B550MX/E PRO  ,AM4,Micro ATX,128 GB,4,0, 0,
 Asus PRIME B650M-A II  ,AM5,Micro ATX,192 GB,4,0, 0,
 MSI MAG B760M MORTAR MAX WIFI  ,LGA1700,Micro ATX,192 GB,4,0, 0,
 MSI B360M PRO-VDH  ,LGA1151,Micro ATX,64 GB,4,4, 4,
 ASRock H110M-DGS  ,LGA1151,Micro ATX,32 GB,2,5, 8,
 MSI Z270 GAMING PLUS  ,LGA1151,ATX,64 GB,4,4, 7,
 MSI MPG Z390M GAMING EDGE AC  ,LGA1151,Micro ATX,128 GB,4,5, 20,
 Gigabyte Z590 UD  ,LGA1200,ATX,128 GB,4,4, 2,
 Gigabyte B360M HD3  ,LGA1151,Micro ATX,32 GB,2,4, 1,
 Biostar Z690GTA  ,LGA1700,ATX,128 GB,4,0, 0,
 Gigabyte GA-Z170X-Gaming 5  ,LGA1151,ATX,64 GB,4,5, 13,
 Gigabyte GA-EP45-UD3R  ,LGA775,ATX,16 GB,4,4, 1,
 Asus PRIME H270-PLUS-CSM  ,LGA1151,ATX,64 GB,4,5, 2,
 Asus TUF X299 MARK 2  ,LGA2066,ATX,128 GB,8,4, 3,
 Gigabyte B360 HD3  ,LGA1151,ATX,64 GB,4,5, 2,
 MSI B350I PRO AC  ,AM4,Mini ITX,32 GB,2,0, 0,
 ASRock A320M-DVS R4.0  ,AM4,Micro ATX,32 GB,2,0, 0,
 ASRock B560 Pro4  ,LGA1200,ATX,128 GB,4,5, 4,
 ASRock B550 Taichi Razer Edition  ,AM4,ATX,128 GB,4,5, 3,
 Asus ROG STRIX B660-G GAMING WIFI  ,LGA1700,Micro ATX,128 GB,4,0, 0,
 Asus STRIX H270F GAMING  ,LGA1151,ATX,64 GB,4,5, 9,
 Asus ROG STRIX B365-F GAMING  ,LGA1151,ATX,64 GB,4,0, 0,
 MSI B650M GAMING WIFI  ,AM5,Micro ATX,96 GB,2,0, 0,
 ASRock C246 WS  ,LGA1151,ATX,64 GB,4,0, 0,$295.32
 Gigabyte Z390 M GAMING  ,LGA1151,Micro ATX,128 GB,4,5, 8,
 Asus M5A99X EVO R2.0  ,AM3+,ATX,32 GB,4,5, 64,
 MSI H61M-P31/W8  ,LGA1155,Micro ATX,16 GB,2,4, 3,
 Gigabyte GA-B150M-D3H  ,LGA1151,Micro ATX,64 GB,4,5, 7,
 MSI H110M PRO-VH PLUS  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Asus ROG MAXIMUS X HERO  ,LGA1151,ATX,64 GB,4,5, 5,
 Gigabyte B560M AORUS PRO AX  ,LGA1200,Micro ATX,128 GB,4,5, 2,
 ASRock Fatal1ty Z170 Gaming-ITX/ac  ,LGA1151,Mini ITX,32 GB,2,4, 15,
 MSI MEG Z490 ACE  ,LGA1200,ATX,128 GB,4,5, 3,$398.00
 Asus ROG Maximus XIII Extreme  ,LGA1200,EATX,128 GB,4,0, 0,$734.66
 Gigabyte X299 UD4 Pro  ,LGA2066,ATX,128 GB,8,0, 0,$395.90
 ASRock H510M-HVS  ,LGA1200,Micro ATX,64 GB,2,4, 3,
 Gigabyte Z690 GAMING X  ,LGA1700,ATX,192 GB,4,4, 1,
 MSI TRX40 PRO 10G  ,sTRX4,ATX,256 GB,8,4, 1,
 Gigabyte A520M DS3H AC  ,AM4,Micro ATX,128 GB,4,0, 0,
 Gigabyte GA-Z170-HD3  ,LGA1151,ATX,64 GB,4,4, 21,
 Asus B150M-A/M.2  ,LGA1151,Micro ATX,64 GB,4,4, 3,
 MSI Z270 GAMING M7  ,LGA1151,ATX,64 GB,4,5, 15,
 Asus ROG Strix X399-E Gaming  ,sTR4,EATX,128 GB,8,5, 2,
 Gigabyte GA-78LMT-USB3 R2  ,AM3+,Micro ATX,32 GB,4,4, 2,
 Gigabyte Z590I VISION D  ,LGA1200,Mini ITX,64 GB,2,4, 3,
 Gigabyte X570S GAMING X  ,AM4,ATX,128 GB,4,0, 0,
 Gigabyte Z590 AORUS ELITE  ,LGA1200,ATX,128 GB,4,0, 0,$294.94
 MSI Z270 GAMING M5  ,LGA1151,ATX,64 GB,4,5, 7,$481.49
 Gigabyte Z490 AORUS PRO AX  ,LGA1200,ATX,128 GB,4,4, 3,$449.99
 Asus ROG MAXIMUS VIII HERO ALPHA  ,LGA1151,ATX,64 GB,4,5, 21,
 ASRock Z270 Extreme4  ,LGA1151,ATX,64 GB,4,5, 5,$901.21
 Asus H81M-E  ,LGA1150,Micro ATX,16 GB,2,5, 3,
 Gigabyte Z370XP SLI ,LGA1151,ATX,64 GB,4,5, 3,
 ASRock X470 Master SLI/AC  ,AM4,ATX,64 GB,4,5, 13,
 MSI PRO B660M-P DDR4  ,LGA1700,Micro ATX,128 GB,4,4, 2,
 Biostar H610MH D5  ,LGA1700,Micro ATX,96 GB,2,0, 0,
 Asus PRIME B760M-A AX D4  ,LGA1700,Micro ATX,128 GB,4,0, 0,
 Gigabyte X570 AORUS XTREME  ,AM4,EATX,128 GB,4,4, 13,
 Gigabyte X570S AORUS PRO AX  ,AM4,ATX,128 GB,4,0, 0,
 Gigabyte GA-Z270X-Ultra Gaming  ,LGA1151,ATX,64 GB,4,5, 6,
 Gigabyte Z690 AORUS PRO DDR4  ,LGA1700,ATX,128 GB,4,0, 0,
 MSI H410M-A PRO  ,LGA1200,Micro ATX,64 GB,2,4, 1,
 Supermicro X10SRA  ,LGA2011-3,ATX,512 GB,8,0, 0,
 MSI MAG B460 TOMAHAWK  ,LGA1200,ATX,128 GB,4,5, 5,
 MSI B550M PRO  ,AM4,Micro ATX,64 GB,2,0, 0,
 Gigabyte B760M AORUS PRO AX DDR4  ,LGA1700,Micro ATX,128 GB,4,0, 0,
 MSI Z270I GAMING PRO CARBON AC  ,LGA1151,Mini ITX,32 GB,2,5, 7,$401.99
 Gigabyte B550M GAMING  ,AM4,Micro ATX,64 GB,2,0, 0,
 MSI H510M PRO-E  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 Gigabyte GA-Z97X-Gaming 3  ,LGA1150,ATX,32 GB,4,4, 18,
 MSI Z97-Gaming 3  ,LGA1150,ATX,32 GB,4,4, 15,
 Asus RAMPAGE V EXTREME  ,LGA2011-3,EATX,64 GB,8,5, 11,
 MSI B150 PC Mate  ,LGA1151,ATX,64 GB,4,5, 8,
 Asus 970 PRO GAMING/AURA  ,AM3+,ATX,32 GB,4,5, 9,
 ASRock 970A-G/3.1  ,AM3+/AM3,ATX,64 GB,4,4, 3,
 Asus TUF B450-Pro Gaming  ,AM4,ATX,64 GB,4,0, 0,
 Gigabyte GA-B365M-D3H  ,LGA1151,Micro ATX,64 GB,4,4, 2,
 ASRock H410M-HDV  ,LGA1200,Micro ATX,64 GB,2,4, 1,
 ASRock X299 WSI/IPMI  ,LGA2066,Mini ITX,64 GB,4,0, 0,$369.99
 ASRock B560M-ITX/ac  ,LGA1200,Mini ITX,64 GB,2,4, 3,
 Asus PRIME H270-PRO  ,LGA1151,ATX,64 GB,4,0, 0,
 Intel DG41TX  ,LGA775,Micro ATX,4 GB,2,0, 0,
 Asus PRIME B250-PLUS  ,LGA1151,ATX,64 GB,4,4, 2,
 Intel BBS2600CP2J  ,2 x LGA2011,SSI EEB,512 GB,16,0, 0,
 Asus ROG STRIX Z370-G GAMING ,LGA1151,Micro ATX,64 GB,4,5, 10,
 Gigabyte X399 AORUS XTREME  ,sTR4,EATX,128 GB,8,5, 5,
 ASRock A520M/ac  ,AM4,Micro ATX,64 GB,2,5, 3,
 EVGA Z690 DARK K|NGP|N  ,LGA1700,EATX,64 GB,2,5, 2,
 MSI Z370M GAMING PRO AC  ,LGA1151,Micro ATX,64 GB,4,4, 7,
 Asus PRIME Z590-V  ,LGA1200,ATX,128 GB,4,5, 1,
 Asus H97-PRO GAMER  ,LGA1150,ATX,32 GB,4,5, 6,
 MSI Z170A SLI PLUS  ,LGA1151,ATX,64 GB,4,4, 22,
 Asus Q170M-C/CSM  ,LGA1151,Micro ATX,64 GB,4,4, 2,
 Asus PRO H610M-CT D4-CSM  ,LGA1700,Micro ATX,64 GB,2,0, 0,$109.99
 Gigabyte X299X DESIGNARE 10G  ,LGA2066,EATX,256 GB,8,0, 0,
 MSI MPG Z590M GAMING EDGE WIFI  ,LGA1200,Micro ATX,128 GB,4,5, 2,
 Asus P8H61-M LX3 R2.0  ,LGA1155,Micro ATX,16 GB,2,3, 1,
 Gigabyte H370 AORUS Gaming 3 WIFI  ,LGA1151,ATX,64 GB,4,5, 3,
 MSI Z370M MORTAR  ,LGA1151,Micro ATX,64 GB,4,5, 4,
 Asus PRIME Z490-V  ,LGA1200,ATX,128 GB,4,0, 0,
 ASRock Fatal1ty X470 Gaming-ITX/ac  ,AM4,Mini ITX,32 GB,2,4, 8,$209.99
 ASRock Fatal1ty X99M Killer  ,LGA2011-3,Micro ATX,64 GB,4,5, 1,
 ASRock X399 Phantom Gaming 6  ,sTR4,ATX,128 GB,8,5, 3,$918.00
 Gigabyte Z370 AORUS GAMING WIFI ,LGA1151,ATX,64 GB,4,5, 5,$406.49
 Asus Prime A320I-K  ,AM4,Mini ITX,32 GB,2,5, 4,
 Asus P5QProTurbo  ,LGA775,ATX,16 GB,4,0, 0,
 Asus Sabertooth X58  ,LGA1366,ATX,24 GB,6,3, 2,
 ASRock Z97 Anniversary  ,LGA1150,ATX,32 GB,4,4, 23,
 Asus PRIME Z270-K  ,LGA1151,ATX,64 GB,4,4, 1,
 Asus TUF Z370 Pro Gaming  ,LGA1151,ATX,64 GB,4,5, 5,
 ASRock B360M-HDV  ,LGA1151,Micro ATX,32 GB,2,4, 1,
 ASRock Z390 STEEL LEGEND  ,LGA1151,ATX,128 GB,4,5, 1,
 Asus PRIME B560-PLUS AC-HES  ,LGA1200,ATX,128 GB,4,0, 0,
 Colorful CVN Z790M FROZEN D5 V20  ,LGA1700,Micro ATX,128 GB,4,0, 0,
 Intel DH61BEB3  ,LGA1155,Micro ATX,8 GB,2,0, 0,$524.54
 Asus PRIME B365M-K  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Asus TUF GAMING Z490-PLUS  ,LGA1200,ATX,128 GB,4,5, 4,
 Gigabyte GA-H170-GAMING 3  ,LGA1151,ATX,64 GB,4,4, 9,
 Gigabyte GA-Z170MX-Gaming 5  ,LGA1151,Micro ATX,64 GB,4,5, 38,
 MSI Z370 TOMAHAWK  ,LGA1151,ATX,64 GB,4,5, 7,
 MSI PRO B760M-G DDR4  ,LGA1700,Micro ATX,64 GB,2,0, 0,$179.54
 Asus TUF GAMING B760M-PLUS II  ,LGA1700,Micro ATX,192 GB,4,0, 0,
 Asus ROG STRIX Z590-F GAMING WIFI  ,LGA1200,ATX,128 GB,4,0, 0,
 Biostar B550T-SILVER  ,AM4,Mini ITX,64 GB,2,0, 0,
 Asus ROG MAXIMUS XI FORMULA  ,LGA1151,ATX,128 GB,4,5, 7,
 MSI MAG B660 TOMAHAWK WIFI  ,LGA1700,ATX,192 GB,4,0, 0,
 Asus P8Z77-V LK  ,LGA1155,ATX,32 GB,4,5, 54,
 MSI Z97-G45 Gaming  ,LGA1150,ATX,32 GB,4,5, 31,
 MSI Z170A GAMING M3  ,LGA1151,ATX,64 GB,4,5, 12,
 MSI B360-A PRO  ,LGA1151,ATX,64 GB,4,4, 3,
 Gigabyte C246-WU4  ,LGA1151,ATX,128 GB,4,5, 1,
 MSI B450M PRO-VDH PLUS  ,AM4,Micro ATX,64 GB,4,4, 3,
 MSI MAG B560M BAZOOKA  ,LGA1200,Micro ATX,128 GB,4,4, 1,
 Biostar B650MT  ,AM5,Micro ATX,96 GB,2,0, 0,
 Asus ROG MAXIMUS XII EXTREME  ,LGA1200,EATX,128 GB,4,5, 3,$1082.02
 MSI PRESTIGE X570 CREATION  ,AM4,EATX,128 GB,4,4, 3,
 Gigabyte GA-H81M-DS2  ,LGA1150,Micro ATX,16 GB,2,5, 2,
 Asus X79 Deluxe  ,LGA2011,ATX,64 GB,8,5, 10,
 Asus ASUS B85M-E  ,LGA1150,Micro ATX,32 GB,4,3, 1,
 MSI A68HM-E33 V2  ,FM2+,Micro ATX,32 GB,2,4, 7,
 Gigabyte GA-P35-DS3L  ,LGA775,ATX,8 GB,4,4, 2,
 MSI MEG Z490 UNIFY  ,LGA1200,ATX,128 GB,4,5, 5,
 MSI PRO Z790-P DDR4  ,LGA1700,ATX,128 GB,4,0, 0,
 Asus MAXIMUS VIII EXTREME  ,LGA1151,EATX,64 GB,4,5, 1,
 ASRock 990FX Extreme9  ,AM3+,ATX,64 GB,4,5, 12,
 Asus Z97-K/CSM  ,LGA1150,ATX,32 GB,4,4, 7,
 ASRock X99E-ITX/ac  ,LGA2011-3 Narrow,Mini ITX,32 GB,2,4, 8,
 Biostar TB250-BTC  ,LGA1151,ATX,32 GB,2,0, 0,
 Gigabyte X570 AORUS PRO  ,AM4,ATX,128 GB,4,5, 7,
 Asus TUF GAMING B560M-PLUS  ,LGA1200,Micro ATX,128 GB,4,0, 0,
 Gigabyte Z590 VISION D  ,LGA1200,ATX,128 GB,4,5, 2,
 Biostar H81MHV3  ,LGA1150,Micro ATX,16 GB,2,4, 3,
 Supermicro MBD-X10DAL-I-O  ,2 x LGA2011-3,ATX,512 GB,8,5, 2,
 Intel DB75EN  ,LGA1155,Micro ATX,32 GB,4,5, 1,
 Asus P8B75-M LX PLUS  ,LGA1155,Micro ATX,16 GB,2,4, 3,
 Gigabyte GA-970A-UD3P  ,AM3+,ATX,32 GB,4,5, 71,
 Gigabyte GA-Z170-HD3 DDR3  ,LGA1151,ATX,64 GB,4,5, 1,
 Asus PRIME B560M-K  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 MSI MEG Z690 GODLIKE  ,LGA1700,EATX,192 GB,4,0, 0,
 Supermicro MBD-X11SSL-F-O  ,LGA1151,Micro ATX,64 GB,4,4, 1,$327.58
 ASRock Fatal1ty Z170 Gaming K4  ,LGA1151,ATX,64 GB,4,4, 6,$349.99
 Gigabyte H370 HD3  ,LGA1151,ATX,64 GB,4,0, 0,
 Supermicro C9X299-PGF  ,LGA2066,ATX,128 GB,8,0, 0,$889.99
 Gigabyte GA-Z77X-UD5H  ,LGA1155,ATX,32 GB,4,5, 28,
 Asus Z97-P  ,LGA1150,ATX,32 GB,4,4, 5,
 ASRock H110M-HDV  ,LGA1151,Micro ATX,32 GB,2,4, 3,
 Gigabyte GA-B150M-DS3H  ,LGA1151,Micro ATX,64 GB,4,4, 12,
 Gigabyte GA-Z170-Gaming K3  ,LGA1151,ATX,64 GB,4,0, 0,
 Gigabyte GA-F2A68HM-S1  ,FM2+,Micro ATX,64 GB,2,1, 1,
 ASRock Z370M Pro4  ,LGA1151,Micro ATX,64 GB,4,4, 4,
 Gigabyte A620M H ,AM5,Micro ATX,96 GB,2,0, 0,
 Asus PRIME A620M-E-CSM  ,AM5,Micro ATX,96 GB,2,0, 0,$143.89
 EVGA X299 FTW K  ,LGA2066,EATX,256 GB,8,0, 0,
 Gigabyte Z690M AORUS ELITE AX DDR4  ,LGA1700,Micro ATX,128 GB,4,0, 0,
 MSI Z170A GAMING PRO  ,LGA1151,ATX,64 GB,4,5, 3,
 ASRock B85M Pro4  ,LGA1150,Micro ATX,32 GB,4,5, 6,
 Gigabyte GA-970A-D3P  ,AM3+/AM3,ATX,32 GB,4,5, 36,
 MSI AM1I  ,AM1,Mini ITX,32 GB,2,4, 10,
 ASRock X99 Taichi  ,LGA2011-3,ATX,128 GB,8,5, 5,
 ASRock Z370M-ITX/ac  ,LGA1151,Mini ITX,32 GB,2,5, 12,
 ASRock B650 Pro RS WiFi  ,AM5,ATX,192 GB,4,0, 0,
 Asus Pro H410M-C/CSM  ,LGA1200,Micro ATX,64 GB,2,0, 0,$109.00
 ASRock Z590M Pro4  ,LGA1200,Micro ATX,128 GB,4,5, 1,$299.99
 Asus STRIX X299-E GAMING  ,LGA2066,ATX,128 GB,8,4, 3,
 Gigabyte GA-H97N-WIFI  ,LGA1150,Mini ITX,16 GB,2,5, 15,
 Asus SABERTOOTH Z170 S  ,LGA1151,ATX,64 GB,4,5, 35,
 MSI Z270 TOMAHAWK ARCTIC  ,LGA1151,ATX,64 GB,4,5, 5,
 Gigabyte Z370 AORUS Ultra Gaming ,LGA1151,ATX,64 GB,4,5, 2,
 Asus PRIME H310M-A  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Gigabyte Z490 GAMING X  ,LGA1200,ATX,128 GB,4,0, 0,
 MSI A520M PRO-VDH  ,AM4,Micro ATX,128 GB,4,0, 0,
 NZXT N7 Z490  ,LGA1200,ATX,128 GB,4,0, 0,
 Asus TUF H370-Pro Gaming ,LGA1151,ATX,64 GB,4,5, 2,
 Gigabyte Z590 GAMING X  ,LGA1200,ATX,128 GB,4,5, 1,
 ASRock X99 Extreme4  ,LGA2011-3,ATX,128 GB,8,5, 10,
 MSI X370 SLI PLUS  ,AM4,ATX,64 GB,4,5, 9,
 Gigabyte B360M D3H  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 MSI MAG B560M MORTAR  ,LGA1200,Micro ATX,128 GB,4,0, 0,
 ASRock H610M-HDV/M.2 R2.0  ,LGA1700,Micro ATX,64 GB,2,0, 0,
 Asus P9X79  ,LGA2011,ATX,64 GB,8,4, 7,
 ASRock H61M-VG3  ,LGA1155,Micro ATX,16 GB,2,4, 1,
 Gigabyte GA-Z97X-GAMING 7  ,LGA1150,ATX,32 GB,4,5, 16,
 Asus PRIME B250M-C-CSM  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 ASRock Z390M Pro4  ,LGA1151,Micro ATX,128 GB,4,4, 2,
 Gigabyte B560M AORUS ELITE  ,LGA1200,Micro ATX,128 GB,4,0, 0,
 ASRock Z690 Steel Legend WiFi 6E  ,LGA1700,ATX,128 GB,4,5, 2,
 Gigabyte Z690I AORUS ULTRA DDR4  ,LGA1700,Mini ITX,64 GB,2,3, 4,
 ASRock B650 Steel Legend WiFi  ,AM5,ATX,192 GB,4,0, 0,
 MSI B150A Gaming Pro  ,LGA1151,ATX,64 GB,4,4, 4,
 MSI B360M GAMING PLUS  ,LGA1151,Micro ATX,32 GB,2,0, 0,
