Memory Name,Memory Speed,Memory Modules,Memory Price/GB,Memory First Word Latency,Memory CAS Latency,Memory Rating,Memory Rating Count,Memory Price
 ADATA XPG GAMMIX D10 64 GB  ,DDR4-3200,2 x 32GB,,10 ns,16,0, 0,
 VisionTek 901349 8 GB  ,DDR4-3200,1 x 8GB,$7.224,13.75 ns,22,0, 0,$57.79
 OLOy Blade 16 GB  ,DDR4-3600,2 x 8GB,,7.778 ns,14,0, 0,
 OLOy MD4U1640180BJ0DA 32 GB  ,DDR4-4000,2 x 16GB,,9 ns,18,0, 0,
 G.Skill Ripjaws X 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 G.Skill Trident X 16 GB  ,DDR3-3200,4 x 4GB,,8.125 ns,13,0, 0,
 Mushkin Redline Pro 64 GB  ,DDR5-5600,2 x 32GB,,16.429 ns,46,0, 0,
 Mushkin Redline 96 GB  ,DDR5-5200,2 x 48GB,,16.154 ns,42,0, 0,
 G.Skill Ripjaws 32 GB  ,DDR4-3200,2 x 16GB,$3.125,11.25 ns,18,0, 0,$99.99
 Kingston ValueRAM 16 GB  ,DDR4-3200,1 x 16GB,$2.887,13.75 ns,22,0, 0,$46.19
 Corsair Dominator Platinum 32 GB  ,DDR4-2800,2 x 16GB,,10.714 ns,15,0, 0,
 Kingston FURY Impact 32 GB  ,DDR4-3200,1 x 32GB,$2.656,12.5 ns,20,0, 0,$84.99
 Patriot Signature Line 16 GB  ,DDR5-4800,1 x 16GB,$3.437,19.167 ns,46,0, 0,$54.99
 Kingston ValueRAM 16 GB  ,DDR3-1600,1 x 16GB,$1.874,13.75 ns,11,0, 0,$29.99
 G.Skill Ripjaws 8 GB  ,DDR4-3200,1 x 8GB,$3.374,11.25 ns,18,0, 0,$26.99
 TEAMGROUP Elite 8 GB  ,DDR4-2666,1 x 8GB,$2.498,14.254 ns,19,0, 0,$19.98
 Mushkin Essentials 16 GB  ,DDR4-2400,2 x 8GB,$2.241,14.167 ns,17,0, 0,$35.85
 Corsair Dominator Platinum RGB 16 GB  ,DDR4-3600,2 x 8GB,$5.312,10 ns,18,0, 0,$84.99
 Mushkin Essentials 16 GB  ,DDR3-1866,1 x 16GB,$11.413,13.934 ns,13,0, 0,$182.61
 Kingston Server Premier 8 GB  ,DDR4-2666,1 x 8GB,$4.276,14.254 ns,19,0, 0,$34.21
 Mushkin Essentials 8 GB  ,DDR3-1333,1 x 8GB,$1.994,13.503 ns,9,0, 0,$15.95
 Patriot Signature 8 GB  ,DDR3-1600,1 x 8GB,$3.308,13.75 ns,11,0, 0,$26.46
 Samsung M393B2G70DB0-CMA 16 GB  ,DDR3-1866,1 x 16GB,$2.080,13.934 ns,13,0, 0,$33.28
 Kingston KVR26S19S8/8 8 GB  ,DDR4-2666,1 x 8GB,$2.547,14.254 ns,19,0, 0,$20.38
 Mushkin Redline Lumina White 32 GB  ,DDR5-6000,2 x 16GB,$3.125,12 ns,36,0, 0,$99.99
 Kingston FURY Impact 32 GB  ,DDR5-4800,2 x 16GB,$3.437,15.833 ns,38,0, 0,$109.99
 Mushkin Essentials 8 GB  ,DDR3-1066,1 x 8GB,$1.994,13.133 ns,7,0, 0,$15.95
 G.Skill Ripjaws 4 GB  ,DDR3-1600,1 x 4GB,$3.167,13.75 ns,11,0, 0,$12.67
 G.Skill Ripjaws V 16 GB  ,DDR4-3000,4 x 4GB,$27.875,10 ns,15,5, 2,$446.00
 Kingston ValueRAM 8 GB  ,DDR4-3200,1 x 8GB,$3.337,13.75 ns,22,0, 0,$26.70
 Kingston ValueRAM 16 GB  ,DDR4-3200,1 x 16GB,$2.249,13.75 ns,22,0, 0,$35.99
 Kingston ValueRAM 8 GB  ,DDR4-2666,1 x 8GB,$3.031,14.254 ns,19,0, 0,$24.25
 G.Skill Value 4 GB  ,DDR4-2400,1 x 4GB,,14.167 ns,17,0, 0,
 Mushkin Redline Lumina 32 GB  ,DDR5-6400,2 x 16GB,$3.531,10 ns,32,0, 0,$112.99
 G.Skill Ripjaws X 16 GB  ,DDR3-1866,4 x 4GB,$7.918,9.646 ns,9,5, 6,$126.68
 G.Skill Ripjaws 8 GB  ,DDR3-1600,2 x 4GB,$2.844,11.25 ns,9,0, 0,$22.75
 HP 647909-B21 8 GB  ,DDR3-1333,1 x 8GB,$2.775,13.503 ns,9,0, 0,$22.20
 Crucial CT51264BF160BJ 4 GB  ,DDR3-1600,1 x 4GB,$3.748,13.75 ns,11,0, 0,$14.99
 Kingston KVR667D2D4F5/8G 8 GB  ,DDR2-667,1 x 8GB,,14.993 ns,5,0, 0,
 G.Skill Ripjaws 16 GB  ,DDR4-2133,2 x 8GB,$2.583,14.065 ns,15,0, 0,$41.33
 G.Skill Ripjaws 4 GB  ,DDR4-2666,1 x 4GB,$4.135,13.503 ns,18,0, 0,$16.54
 Corsair ValueSelect 32 GB  ,DDR4-2133,2 x 16GB,,14.065 ns,15,0, 0,
 Corsair Vengeance 32 GB  ,DDR4-3000,2 x 16GB,$10.937,10.667 ns,16,0, 0,$349.99
 Kingston KTD-PE426/32G 32 GB  ,DDR4-2666,1 x 32GB,$2.964,14.254 ns,19,0, 0,$94.86
 Corsair Vengeance LPX 16 GB  ,DDR4-4600,2 x 8GB,,8.261 ns,19,0, 0,
 Mushkin Essentials 16 GB  ,DDR4-2133,2 x 8GB,$2.241,14.065 ns,15,0, 0,$35.85
 G.Skill Trident Z 32 GB  ,DDR4-3200,2 x 16GB,,9.375 ns,15,0, 0,
 Kingston ValueRAM 16 GB  ,DDR4-2666,1 x 16GB,$3.312,14.254 ns,19,0, 0,$52.99
 Kingston KSM24ES8/8ME 8 GB  ,DDR4-2400,1 x 8GB,,14.167 ns,17,0, 0,
 Patriot Signature Line 8 GB  ,DDR4-2400,1 x 8GB,$2.498,14.167 ns,17,0, 0,$19.98
 G.Skill Trident Z Royal 16 GB  ,DDR4-3600,2 x 8GB,$10.290,7.778 ns,14,0, 0,$164.64
 G.Skill Trident Z Royal 32 GB  ,DDR4-3600,2 x 16GB,,7.778 ns,14,0, 0,
 Mushkin Redline 16 GB  ,DDR4-3600,2 x 8GB,$4.999,8.889 ns,16,0, 0,$79.98
 Mushkin Proline 8 GB  ,DDR4-2133,1 x 8GB,$3.164,14.065 ns,15,0, 0,$25.31
 Silicon Power XPOWER Zenith RGB Gaming 8 GB  ,DDR4-3200,1 x 8GB,,10 ns,16,0, 0,
 Patriot Signature Line 8 GB  ,DDR5-4800,1 x 8GB,$5.806,19.167 ns,46,0, 0,$46.45
 Kingston ValueRAM 1 GB  ,DDR2-533,1 x 1GB,$20.950,15.009 ns,4,0, 0,$20.95
 G.Skill Ripjaws 16 GB  ,DDR3-1600,4 x 4GB,$11.247,11.25 ns,9,5, 10,$179.95
 Corsair XMS3 8 GB  ,DDR3-1600,2 x 4GB,,11.25 ns,9,4, 14,
 Crucial CT25664BA1339 2 GB  ,DDR3-1333,1 x 2GB,$8.250,13.503 ns,9,4, 2,$16.50
 Kingston KVR1333D3S9/4G 4 GB  ,DDR3-1333,1 x 4GB,$6.742,13.503 ns,9,0, 0,$26.97
 Kingston KVR667D2S5/2G 2 GB  ,DDR2-667,1 x 2GB,$20.725,14.993 ns,5,0, 0,$41.45
 Mushkin Silverline 24 GB  ,DDR3-1333,3 x 8GB,,13.503 ns,9,0, 0,
 Patriot Viper Xtreme Division 4 8 GB  ,DDR3-1866,4 x 2GB,$18.750,9.646 ns,9,0, 0,$150.00
 Kingston KVR16N11/2 2 GB  ,DDR3-1600,1 x 2GB,$12.295,13.75 ns,11,0, 0,$24.59
 Corsair CMV8GX3M2A1600C11 8 GB  ,DDR3-1600,2 x 4GB,$6.696,13.75 ns,11,4, 6,$53.57
 Kingston KVR16N11H/8 8 GB  ,DDR3-1600,1 x 8GB,$2.521,13.75 ns,11,0, 0,$20.17
 Kingston KVR16N11H/4 4 GB  ,DDR3-1600,1 x 4GB,$5.497,13.75 ns,11,5, 1,$21.99
 G.Skill Ripjaws X 8 GB  ,DDR3-2133,2 x 4GB,$6.269,9.376 ns,10,5, 8,$50.15
 Kingston KTH-X3CL/4G 4 GB  ,DDR3-1600,1 x 4GB,$9.998,13.75 ns,11,0, 0,$39.99
 G.Skill Ripjaws Z 32 GB  ,DDR3-2133,4 x 8GB,$5.331,9.376 ns,10,5, 1,$170.59
 Crucial CT8G3S1339M 8 GB  ,DDR3-1333,1 x 8GB,$3.920,13.503 ns,9,0, 0,$31.36
 IBM 00D4955 4 GB  ,DDR3-1600,1 x 4GB,$33.248,13.75 ns,11,0, 0,$132.99
 Corsair Dominator Platinum 128 GB  ,DDR4-2800,8 x 16GB,,10.714 ns,15,0, 0,
 G.Skill Ripjaws 16 GB  ,DDR4-2133,1 x 16GB,,14.065 ns,15,0, 0,
 Kingston KCP313NS8/4 4 GB  ,DDR3-1333,1 x 4GB,$6.200,13.503 ns,9,0, 0,$24.80
 Kingston KCP316NS8/4 4 GB  ,DDR3-1600,1 x 4GB,$6.290,13.75 ns,11,5, 1,$25.16
 Corsair Dominator Platinum 32 GB  ,DDR4-3866,4 x 8GB,,9.312 ns,18,0, 0,
 Corsair Vengeance RGB 16 GB  ,DDR4-3600,2 x 8GB,,10 ns,18,5, 1,
 Crucial CT32G4RFD4213 32 GB  ,DDR4-2133,1 x 32GB,$1.841,14.065 ns,15,0, 0,$58.90
 Corsair Vengeance Performance 16 GB  ,DDR4-2666,1 x 16GB,$2.499,13.503 ns,18,0, 0,$39.99
 Kingston ValueRAM 8 GB  ,DDR4-2400,1 x 8GB,$3.750,14.167 ns,17,0, 0,$30.00
 Crucial CT102464BF186D 8 GB  ,DDR3-1866,1 x 8GB,$2.999,13.934 ns,13,0, 0,$23.99
 Crucial CT8G4RFS824A 8 GB  ,DDR4-2400,1 x 8GB,$4.874,14.167 ns,17,0, 0,$38.99
 Corsair CMSX4GX4M1A2400C16 4 GB  ,DDR4-2400,1 x 4GB,$4.298,13.333 ns,16,0, 0,$17.19
 Mushkin Essentials 32 GB  ,DDR4-2666,1 x 32GB,$1.901,14.254 ns,19,0, 0,$60.82
 G.Skill Trident Z Royal 32 GB  ,DDR4-3200,4 x 8GB,,8.75 ns,14,0, 0,
 G.Skill Trident Z 16 GB  ,DDR4-4000,2 x 8GB,$8.062,9 ns,18,0, 0,$129.00
 G.Skill Trident Z Royal 32 GB  ,DDR4-3000,4 x 8GB,,10.667 ns,16,0, 0,
 Corsair Vengeance LPX 16 GB  ,DDR4-3200,2 x 8GB,,9.375 ns,15,0, 0,
 G.Skill Trident Z Royal 64 GB  ,DDR4-3200,8 x 8GB,$9.355,8.75 ns,14,0, 0,$598.72
 G.Skill Flare X 64 GB  ,DDR4-3200,4 x 16GB,,8.75 ns,14,0, 0,
 Thermaltake TOUGHRAM RGB 16 GB  ,DDR4-4400,2 x 8GB,$11.244,8.636 ns,19,0, 0,$179.91
 TEAMGROUP T-Force Vulcan Z 32 GB  ,DDR4-3200,1 x 32GB,$2.435,10 ns,16,0, 0,$77.93
 Mushkin Redline 64 GB  ,DDR4-2933,2 x 32GB,$3.203,11.592 ns,17,0, 0,$204.99
 G.Skill Trident Z Royal 32 GB  ,DDR4-4000,2 x 16GB,,8 ns,16,0, 0,
 G.Skill F4-4133C19Q-32GTZSWF 32 GB  ,DDR4-4133,4 x 8GB,$19.987,9.194 ns,19,0, 0,$639.59
 G.Skill Trident Z Neo 32 GB  ,DDR4-4000,2 x 16GB,,8 ns,16,0, 0,
 Kingston ValueRAM 16 GB  ,DDR4-2133,1 x 16GB,$4.686,14.065 ns,15,0, 0,$74.98
 Silicon Power XPOWER Zenith RGB Gaming 32 GB  ,DDR5-5200,2 x 16GB,,14.615 ns,38,0, 0,
 Silicon Power XPOWER Zenith RGB Gaming 64 GB  ,DDR5-5600,2 x 32GB,,14.286 ns,40,0, 0,
 Silicon Power SP064GBLVU480F22 64 GB  ,DDR5-4800,2 x 32GB,,16.667 ns,40,0, 0,
 TEAMGROUP Night Hawk RGB Gen 2 16 GB  ,DDR4-3200,2 x 8GB,$4.444,10 ns,16,0, 0,$71.10
 Thermaltake TOUGHRAM XG RGB 16 GB  ,DDR4-4000,2 x 8GB,$11.249,9.5 ns,19,0, 0,$179.99
 TEAMGROUP T-Create Classic 16 GB  ,DDR4-3200,2 x 8GB,,13.75 ns,22,0, 0,
 ADATA XPG LANCER RGB 16 GB  ,DDR5-6400,1 x 16GB,,10 ns,32,0, 0,
 Kingston FURY Impact 8 GB  ,DDR5-4800,1 x 8GB,$4.780,15.833 ns,38,0, 0,$38.24
 Kingston FURY Impact 16 GB  ,DDR5-6000,1 x 16GB,$4.562,12.667 ns,38,0, 0,$73.00
 Corsair Dominator 12 GB  ,DDR3-1600,6 x 2GB,,10 ns,8,5, 1,
 Corsair XMS3 6 GB  ,DDR3-1600,3 x 2GB,,10 ns,8,0, 0,
 Crucial Ballistix 1 GB  ,DDR2-800,1 x 1GB,,10 ns,4,0, 0,
 Crucial CT12864BA1067 1 GB  ,DDR3-1066,1 x 1GB,,13.133 ns,7,3, 1,
 Kingston HyperX 1 GB  ,DDR2-1066,1 x 1GB,,9.381 ns,5,0, 0,
 Patriot Sector 5 4 GB  ,DDR3-1600,2 x 2GB,,11.25 ns,9,0, 0,
 Patriot PSD21G8002 1 GB  ,DDR2-800,1 x 1GB,,12.5 ns,5,0, 0,
 Patriot PSD22G6672 2 GB  ,DDR2-667,1 x 2GB,,14.993 ns,5,0, 0,
 Patriot Viper 4 GB  ,DDR2-1066,2 x 2GB,,9.381 ns,5,5, 2,
 PNY XLR8 4 GB  ,DDR2-1066,2 x 2GB,,9.381 ns,5,0, 0,
 OCZ Platinum Revision 2 2 GB  ,DDR2-800,2 x 1GB,,10 ns,4,0, 0,
 OCZ Reaper HPC 4 GB  ,DDR2-1066,2 x 2GB,,9.381 ns,5,0, 0,
 OCZ Titanium XTC 4 GB  ,DDR2-800,2 x 2GB,,10 ns,4,0, 0,
 OCZ Blade 6 GB  ,DDR3-2000,3 x 2GB,,9 ns,9,0, 0,
 Corsair XMS3 6 GB  ,DDR3-1333,3 x 2GB,,13.503 ns,9,0, 0,
 Kingston HyperX Blu 4 GB  ,DDR3-1600,2 x 2GB,,11.25 ns,9,5, 1,
 Kingston HyperX 12 GB  ,DDR3-1600,6 x 2GB,,11.25 ns,9,0, 0,
 Patriot Gamer 4 GB  ,DDR3-1600,2 x 2GB,,11.25 ns,9,5, 1,
 Kingston HyperX 4 GB  ,DDR3-1333,2 x 2GB,,10.503 ns,7,0, 0,
 Kingston HyperX T1 4 GB  ,DDR3-2000,2 x 2GB,,9 ns,9,0, 0,
 G.Skill ECO 8 GB  ,DDR3-1333,2 x 4GB,,10.503 ns,7,0, 0,
 G.Skill Ripjaws 12 GB  ,DDR3-1333,3 x 4GB,,13.503 ns,9,5, 1,
 G.Skill Ripjaws 24 GB  ,DDR3-1333,6 x 4GB,,13.503 ns,9,0, 0,
 G.Skill Sniper 8 GB  ,DDR3-1333,2 x 4GB,,13.503 ns,9,5, 2,
 Corsair Vengeance 6 GB  ,DDR3-1600,3 x 2GB,,10 ns,8,0, 0,
 Patriot Gamer 2 8 GB  ,DDR3-1600,2 x 4GB,,11.25 ns,9,5, 2,
 Patriot G Series Sector 5 Edition 8 GB  ,DDR3-1333,2 x 4GB,,13.503 ns,9,0, 0,
 PNY Optima 8 GB  ,DDR3-1333,2 x 4GB,,13.503 ns,9,5, 11,
 Kingston HyperX 24 GB  ,DDR3-1600,6 x 4GB,,11.25 ns,9,0, 0,
 G.Skill Ripjaws X 4 GB  ,DDR3-1866,2 x 2GB,,8.574 ns,8,0, 0,
 G.Skill Ripjaws X 8 GB  ,DDR3-1600,2 x 4GB,,10 ns,8,5, 46,
 Kingston KHX1600C9D3K2/8G 8 GB  ,DDR3-1600,2 x 4GB,,11.25 ns,9,5, 2,
 Mushkin Redline 12 GB  ,DDR3-1600,3 x 4GB,,8.75 ns,7,0, 0,
 G.Skill F2-6400CL5S-2GBSQ 2 GB  ,DDR2-800,1 x 2GB,$12.435,12.5 ns,5,0, 0,$24.87
 Kingston KVR533D2S4/2G 2 GB  ,DDR2-533,1 x 2GB,,15.009 ns,4,0, 0,
 G.Skill Ripjaws 24 GB  ,DDR3-1600,6 x 4GB,,8.75 ns,7,0, 0,
 Samsung MV-2V2G4D/US 4 GB  ,DDR2-800,2 x 2GB,,15 ns,6,5, 1,
 Corsair Vengeance 8 GB  ,DDR3-1600,2 x 4GB,,11.25 ns,9,5, 4,
 Corsair Vengeance 4 GB  ,DDR3-1600,2 x 2GB,,11.25 ns,9,5, 6,
 Corsair Vengeance 8 GB  ,DDR3-1600,2 x 4GB,,11.25 ns,9,5, 22,
 Samsung MV-3V2G3D/US 4 GB  ,DDR3-1600,2 x 2GB,,13.75 ns,11,0, 0,
 Kingston Blu 4 GB  ,DDR3-1600,1 x 4GB,,11.25 ns,9,5, 7,
 G.Skill Sniper 16 GB  ,DDR3-1600,4 x 4GB,,11.25 ns,9,5, 4,
 Crucial CT2KIT102464BF1339 16 GB  ,DDR3-1333,2 x 8GB,$4.374,13.503 ns,9,0, 0,$69.98
 Wintec Value 2 GB  ,DDR3-1333,1 x 2GB,,13.503 ns,9,0, 0,
 G.Skill Ripjaws X 8 GB  ,DDR3-1333,4 x 2GB,,13.503 ns,9,0, 0,
 GeIL EVO CORSA 16 GB  ,DDR3-1333,2 x 8GB,,13.503 ns,9,5, 1,
 G.Skill Ripjaws Z 32 GB  ,DDR3-2133,8 x 4GB,,10.314 ns,11,0, 0,
 G.Skill Ripjaws Z 16 GB  ,DDR3-2133,4 x 4GB,,10.314 ns,11,5, 2,
 Pareema MD313D81609L2 16 GB  ,DDR3-1333,2 x 8GB,,13.503 ns,9,0, 0,
 GeIL Black Dragon 16 GB  ,DDR3-1333,2 x 8GB,,13.503 ns,9,0, 0,
 Mushkin Essentials 24 GB  ,DDR3-1333,3 x 8GB,,13.503 ns,9,0, 0,
 Patriot G2 Series Division 2 Edition 16 GB  ,DDR3-1600,2 x 8GB,,11.25 ns,9,4, 1,
 G.Skill Ares 8 GB  ,DDR3-1866,2 x 4GB,,9.646 ns,9,5, 41,
 G.Skill Ripjaws X 32 GB  ,DDR3-1866,4 x 8GB,,10.718 ns,10,5, 1,
 Kingston HyperX 16 GB  ,DDR3-1866,4 x 4GB,,9.646 ns,9,5, 1,
 Crucial Ballistix Elite 16 GB  ,DDR3-1866,2 x 8GB,,9.646 ns,9,5, 17,
 PNY MD16384K4D3-1866-X9 16 GB  ,DDR3-1866,4 x 4GB,,9.646 ns,9,0, 0,
 G.Skill Ripjaws Z 64 GB  ,DDR3-2400,8 x 8GB,,8.333 ns,10,5, 1,
 Crucial Ballistix 4 GB  ,DDR3-1866,1 x 4GB,,9.646 ns,9,5, 1,
 G.Skill Ripjaws Z 8 GB  ,DDR3-2400,2 x 4GB,,8.333 ns,10,5, 8,
 Kingston KHX16C10B1K2/16X 16 GB  ,DDR3-1600,2 x 8GB,,12.5 ns,10,5, 1,
 G.Skill Sniper Gaming 32 GB  ,DDR3-1866,4 x 8GB,,10.718 ns,10,5, 3,
" Patriot Intel Extreme Master, Limited Ed 16 GB  ",DDR3-2133,4 x 4GB,,10.314 ns,11,0, 0,
 Kingston XMP Blu Red 8 GB  ,DDR3-1600,2 x 4GB,$9.373,11.25 ns,9,4, 9,$74.98
 Corsair Dominator Platinum 32 GB  ,DDR3-1600,4 x 8GB,,11.25 ns,9,5, 3,
 Kingston KHX16C9K4/32X 32 GB  ,DDR3-1600,4 x 8GB,,11.25 ns,9,0, 0,
 Patriot Viper 3 8 GB  ,DDR3-1600,1 x 8GB,,11.25 ns,9,0, 0,
 Corsair Vengeance 8 GB  ,DDR3-1600,1 x 8GB,,12.5 ns,10,5, 15,
 Corsair Vengeance 64 GB  ,DDR3-1866,8 x 8GB,,9.646 ns,9,0, 0,
 Kingston Predator 32 GB  ,DDR3-1600,4 x 8GB,,11.25 ns,9,0, 0,
 G.Skill Ripjaws Z 16 GB  ,DDR3-1866,2 x 8GB,,9.646 ns,9,5, 5,
 Kingston Black 8 GB  ,DDR3-1600,2 x 4GB,,11.25 ns,9,5, 16,
 Corsair Dominator Platinum 8 GB  ,DDR3-2400,2 x 4GB,,7.5 ns,9,0, 0,
 G.Skill NS 8 GB  ,DDR3-1600,2 x 4GB,,13.75 ns,11,5, 3,
 Kingston HyperX Beast 32 GB  ,DDR3-1866,4 x 8GB,,10.718 ns,10,0, 0,
 Kingston HyperX Beast 16 GB  ,DDR3-2133,2 x 8GB,,10.314 ns,11,5, 2,
 Kingston Black 4 GB  ,DDR3-1600,1 x 4GB,,11.25 ns,9,5, 3,
 Kingston HyperX 32 GB  ,DDR3-1600,4 x 8GB,,11.25 ns,9,0, 0,
 GeIL EVO VELOCE 32 GB  ,DDR3-1866,4 x 8GB,,9.646 ns,9,0, 0,
 Kingston HyperX 10th Anniversary 8 GB  ,DDR3-1600,1 x 8GB,,11.25 ns,9,0, 0,
 G.Skill Ares 8 GB  ,DDR3-2133,2 x 4GB,,9.376 ns,10,5, 5,
 Corsair Vengeance Pro 8 GB  ,DDR3-1600,2 x 4GB,,11.25 ns,9,5, 16,
 Corsair Vengeance Pro 8 GB  ,DDR3-1600,2 x 4GB,,11.25 ns,9,5, 29,
 Mushkin Redline 16 GB  ,DDR3-2133,2 x 8GB,,8.439 ns,9,0, 0,
 Crucial Ballistix Sport XT 32 GB  ,DDR3-1600,4 x 8GB,,11.25 ns,9,0, 0,
 ADATA XPG V2 8 GB  ,DDR3-2400,2 x 4GB,,9.167 ns,11,0, 0,
 ADATA XPG V2 16 GB  ,DDR3-1600,2 x 8GB,,11.25 ns,9,5, 3,
 Patriot Viper 3 16 GB  ,DDR3-1600,2 x 8GB,,11.25 ns,9,0, 0,
 G.Skill Ripjaws X 8 GB  ,DDR3-2133,2 x 4GB,,8.439 ns,9,5, 43,
 GeIL GeIL EVO VELOCE 8GB ,DDR3-1866,2 x 4GB,,9.646 ns,9,5, 1,
 Corsair Vengeance LP 8 GB  ,DDR3-1600,2 x 4GB,,11.25 ns,9,5, 10,
 Patriot PV316G240C0K 16 GB  ,DDR3-2400,2 x 8GB,,8.333 ns,10,0, 0,
 Avexir MSI Z77 MPOWER Optimized ,DDR3-2133,2 x 4GB,,8.439 ns,9,5, 1,
 Avexir AVEXIR Core Series 8GB Kit 8 GB  ,DDR3-2800,4 x 2GB,,8.571 ns,12,0, 0,
 Avexir Core Series 8 GB  ,DDR3-3000,2 x 4GB,,8 ns,12,0, 0,
 G.Skill Ripjaws X 4 GB  ,DDR3-1600,1 x 4GB,,11.25 ns,9,5, 6,
 G.Skill Aegis 8 GB  ,DDR3-1333,1 x 8GB,,13.503 ns,9,0, 0,
 Wintec Value 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 Wintec Value 8 GB  ,DDR3-1600,2 x 4GB,,13.75 ns,11,0, 0,
 Corsair Dominator Platinum 8 GB  ,DDR3-2666,2 x 4GB,,9.002 ns,12,5, 1,
 Crucial CT2KIT25664BA1339A 4 GB  ,DDR3-1333,2 x 2GB,,13.503 ns,9,3, 1,
 GeIL EVO Leggera 2 GB  ,DDR3-1333,1 x 2GB,,13.503 ns,9,0, 0,
 Corsair Dominator Platinum 16 GB  ,DDR3-2400,4 x 4GB,,7.5 ns,9,5, 1,
 ADATA XPG V2 16 GB  ,DDR3-1866,2 x 8GB,,10.718 ns,10,5, 1,
 Kingston HyperX Fury 8 GB  ,DDR3-1333,1 x 8GB,,13.503 ns,9,0, 0,
 Kingston HyperX Fury 16 GB  ,DDR3-1333,2 x 8GB,,13.503 ns,9,0, 0,
 Kingston HyperX Fury 8 GB  ,DDR3-1333,2 x 4GB,,13.503 ns,9,5, 1,
 Corsair Vengeance Pro 16 GB  ,DDR3-2133,2 x 8GB,,8.439 ns,9,0, 0,
 Corsair Dominator Platinum 32 GB  ,DDR3-2400,4 x 8GB,,9.167 ns,11,5, 1,
 V7 V73T8GNAJKI 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Corsair Vengeance LPX 16 GB  ,DDR4-2800,4 x 4GB,,10.714 ns,15,0, 0,
 Corsair Vengeance LPX 16 GB  ,DDR4-2800,4 x 4GB,,10.714 ns,15,0, 0,
 G.Skill Ripjaws 16 GB  ,DDR4-2666,4 x 4GB,,11.253 ns,15,4, 3,
 G.Skill Ripjaws 16 GB  ,DDR4-3000,4 x 4GB,,10 ns,15,5, 1,
 Kingston HyperX Savage 8 GB  ,DDR3-1600,1 x 8GB,,11.25 ns,9,5, 4,
 Transcend JM1333KSN-2G 2 GB  ,DDR3-1333,1 x 2GB,,13.503 ns,9,0, 0,
 Kingston HyperX Beast 8 GB  ,DDR3-1866,2 x 4GB,,9.646 ns,9,4, 2,
 Kingston HyperX Beast 32 GB  ,DDR3-2133,4 x 8GB,,10.314 ns,11,0, 0,
 Kingston HyperX Beast 16 GB  ,DDR3-2400,4 x 4GB,,9.167 ns,11,0, 0,
 Corsair Dominator Platinum 16 GB  ,DDR4-2666,4 x 4GB,,11.253 ns,15,5, 1,
 G.Skill Trident X 8 GB  ,DDR3-3100,2 x 4GB,,7.742 ns,12,0, 0,
 Kingston HyperX Predator 8 GB  ,DDR3-2133,2 x 4GB,,10.314 ns,11,0, 0,
 Mushkin Redline 16 GB  ,DDR3-2400,4 x 4GB,,8.333 ns,10,0, 0,
 Mushkin Blackline 16 GB  ,DDR3-1600,2 x 8GB,,11.25 ns,9,0, 0,
 TEAMGROUP Vulcan 8 GB  ,DDR3-2133,2 x 4GB,,9.376 ns,10,0, 0,
 TEAMGROUP Vulcan 8 GB  ,DDR3-2133,2 x 4GB,,9.376 ns,10,0, 0,
 TEAMGROUP Elite Plus 16 GB  ,DDR3-1333,2 x 8GB,,13.503 ns,9,0, 0,
 TEAMGROUP Elite Plus 8 GB  ,DDR3-1333,2 x 4GB,,13.503 ns,9,4, 1,
 TEAMGROUP Elite Plus 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,4, 4,
 TEAMGROUP Xtreem 16 GB  ,DDR3-2400,2 x 8GB,,8.333 ns,10,0, 0,
 TEAMGROUP Dark 8 GB  ,DDR3-1600,1 x 8GB,,11.25 ns,9,5, 1,
 G.Skill Ripjaws 4 32 GB  ,DDR4-2400,4 x 8GB,,12.5 ns,15,5, 1,
 Crucial Ballistix Elite 16 GB  ,DDR3-1600,4 x 4GB,,10 ns,8,0, 0,
 Corsair Vengeance Pro 16 GB  ,DDR3-2133,2 x 8GB,,10.314 ns,11,0, 0,
 Corsair Dominator Platinum 32 GB  ,DDR4-2400,4 x 8GB,,12.5 ns,15,5, 4,
 G.Skill Ripjaws 4 16 GB  ,DDR4-2666,4 x 4GB,,12.003 ns,16,4, 2,
 TEAMGROUP Elite 4 GB  ,DDR4-2133,1 x 4GB,,14.065 ns,15,0, 0,
 TEAMGROUP Elite 4 GB  ,DDR4-2400,1 x 4GB,,12.5 ns,15,0, 0,
 TEAMGROUP Elite Plus 8 GB  ,DDR4-2133,1 x 8GB,,14.065 ns,15,5, 1,
 G.Skill Ripjaws 4 32 GB  ,DDR4-2666,4 x 8GB,,12.003 ns,16,0, 0,
 Corsair Dominator Platinum 64 GB  ,DDR4-2666,8 x 8GB,,11.253 ns,15,4, 1,
 Mushkin Blackline 32 GB  ,DDR3-1600,4 x 8GB,,11.25 ns,9,0, 0,
 Crucial Ballistix Elite 32 GB  ,DDR4-2666,4 x 8GB,,12.003 ns,16,0, 0,
 Corsair TW3X4G1333C9A 4 GB  ,DDR3-1333,2 x 2GB,,13.503 ns,9,0, 0,
 Kingston HX321LS11IB2K2/8 8 GB  ,DDR3-2133,1 x 8GB,,10.314 ns,11,0, 0,
