Name,Type,Efficiency,Wattage,Modular,Rating,Rating Count,Price
 LC-Power LC6550 V2.3  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 Antec VP  ,ATX, Rating80+,550 W,No,5, 1,
 OCZ ZT  ,ATX, Rating80+ Bronze,650 W,Full,4, 11,
 Rosewill Glacier 700M  ,ATX, Rating80+ Bronze,700 W,Semi,4, 1,
 SeaSonic M12II  ,ATX, Rating80+ Bronze,850 W,Semi,5, 13,
 Cooler Master Silent Pro Hybrid  ,ATX, Rating80+ Gold,1050 W,Full,5, 1,
 Antec High Current Pro  ,ATX, Rating80+ Gold,1200 W,No,4, 2,
 Apevia ATX-JV650W  ,ATX, Rating,650 W,No,3, 1,
 Apevia ITX-AP250W  ,Mini ITX, Rating,250 W,No,0, 0,
 Cooler Master eXtreme Power  ,ATX, Rating,550 W,No,4, 4,
 Cooler Master eXtreme Power  ,ATX, Rating,600 W,No,3, 5,
 Thermaltake Toughpower XT  ,ATX, Rating80+ Bronze,575 W,Full,0, 0,
 Thermaltake TR2  ,ATX, Rating,500 W,No,5, 2,
 Cooler Master New GX  ,ATX, Rating80+,550 W,No,5, 1,
 FSP Group Hydro G  ,ATX, Rating80+ Gold,850 W,Full,5, 1,
 be quiet! Pure Power L7  ,ATX, Rating80+,350 W,No,5, 1,
 Montech GAMMA II  ,ATX, Rating80+ Gold,550 W,No,0, 0,
 be quiet! Dark Power Pro 10  ,ATX, Rating80+ Gold,550 W,Semi,5, 2,
 be quiet! Dark Power Pro 10  ,ATX, Rating80+ Gold,750 W,Semi,0, 0,
 XFX XT  ,ATX, Rating80+ Bronze,600 W,No,5, 1,
 Phanteks AMP  ,ATX, Rating80+ Gold,850 W,Full,5, 1,
 GAMDIAS Cyclops X1 P  ,ATX, Rating80+ Platinum,1200 W,Full,0, 0,
 Cooler Master Silent Pro M2  ,ATX, Rating80+ Bronze,620 W,Semi,5, 5,
 Xigmatek NRP-MC702  ,ATX, Rating80+ Bronze,700 W,Full,0, 0,
 Zalman TX  ,ATX, Rating,600 W,No,0, 0,
 SeaSonic PRIME Platinum  ,ATX, Rating80+ Platinum,650 W,Full,0, 0,
 SeaSonic G  ,ATX, Rating80+ Gold,750 W,Semi,5, 9,
 XFX P1-750X-XXB9  ,ATX, Rating80+ Bronze,750 W,Semi,5, 8,
 Cooler Master V Semi-Modular  ,ATX, Rating80+ Gold,650 W,Semi,5, 13,
 Silverstone Essential  ,ATX, Rating80+ Gold,650 W,Semi,4, 1,
 FSP Group ATX300-PA  ,ATX, Rating,300 W,No,0, 0,
 Antec High Current Gamer  ,ATX, Rating80+ Bronze,520 W,No,4, 3,
 Rosewill LEPTON 600  ,ATX, Rating80+ Gold,600 W,Semi,5, 3,
 Thermaltake Toughpower Grand  ,ATX, Rating80+ Gold,850 W,Full,5, 3,
 Cooler Master MASTERWATT MAKER MIJ  ,ATX, Rating80+ Titanium,1200 W,Full,0, 0,
 Xilence XP1250MR9  ,ATX, Rating80+ Gold,1250 W,Full,0, 0,
 Cougar GX-F  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 be quiet! PURE POWER L8 400W  ,ATX, Rating80+ Bronze,400 W,No,5, 2,
 SeaSonic S12G  ,ATX, Rating80+ Gold,550 W,No,4, 1,
 Cooler Master RS  ,ATX, Rating80+ Bronze,650 W,No,0, 0,
 Silverstone Strider  ,ATX, Rating80+ Silver,600 W,Full,4, 3,
 Fractal Design Integra M  ,ATX, Rating80+ Bronze,450 W,Semi,5, 6,
 Fractal Design Integra M  ,ATX, Rating80+ Bronze,650 W,Semi,0, 0,
 Nfortec Sagitta RGB  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 Cooler Master Silent Pro M2  ,ATX, Rating80+ Silver,1000 W,Semi,5, 5,
 Azza PSAZ-500B12  ,ATX, Rating,500 W,No,4, 2,
 Cooler Master GXII  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 Raidmax Cobra  ,ATX, Rating80+ Bronze,400 W,No,4, 1,
 SeaSonic SS-400ET Bronze  ,ATX, Rating80+ Bronze,400 W,No,4, 1,$98.00
 In Win IP-S300FF1-0  ,TFX, Rating80+,300 W,No,0, 0,$62.50
 FSP Group Hydro GE  ,ATX, Rating80+ Gold,650 W,Full,0, 0,$109.99
 LC-Power LC850P V3.0  ,ATX, Rating80+ Platinum,850 W,Full,0, 0,
 Corsair GS800 2013 Edition  ,ATX, Rating80+ Bronze,800 W,No,5, 2,
 KOLINK KL-SFX350  ,SFX, Rating80+ Bronze,350 W,No,0, 0,
 Rosewill CMG850  ,ATX, Rating80+ Gold,850 W,Full,0, 0,$208.88
 Rosewill VALENS-700M  ,ATX, Rating80+ Gold,700 W,Semi,4, 3,
 BitFenix Formula Gold 450  ,ATX, Rating80+ Gold,450 W,No,5, 2,
 Enermax REVOLUTION X't  ,ATX, Rating80+ Gold,430 W,Semi,5, 3,
 Apevia ATX-VN500W  ,ATX, Rating,500 W,No,0, 0,
 Rosewill Capstone  ,ATX, Rating80+ Gold,1000 W,Semi,0, 0,
 Inter-Tech 88882144  ,TFX, Rating,300 W,No,0, 0,
 PC Power & Cooling Silencer MK III  ,ATX, Rating80+ Bronze,600 W,Semi,5, 2,
 LEPA N  ,ATX, Rating,500 W,No,4, 6,
 Apevia ATX-WA900W  ,ATX, Rating,900 W,No,4, 1,
 Enermax EMD625AWT_II  ,ATX, Rating80+ Bronze,625 W,Full,0, 0,
 Enermax EPR525AWT_II  ,ATX, Rating80+ Bronze,525 W,No,0, 0,
 Thermaltake Toughpower Grand  ,ATX, Rating80+ Gold,750 W,Semi,4, 5,
 Zalman ZM660-XT  ,ATX, Rating80+ Bronze,660 W,Full,0, 0,
 be quiet! System Power U9  ,ATX, Rating80+ Bronze,400 W,No,0, 0,
 Enermax NAXN ADV.  ,ATX, Rating80+ Bronze,650 W,Semi,5, 2,
 SeaSonic X  ,ATX, Rating80+ Platinum,460 W,Full,0, 0,
 Antec NeoECO 550 Gold  ,ATX, Rating80+ Gold,550 W,Semi,5, 3,
 be quiet! Pure Power L7  ,ATX, Rating80+,300 W,No,0, 0,
 be quiet! Dark Power Pro 10  ,ATX, Rating80+ Gold,1000 W,Semi,4, 1,
 Nexus NX-5000 R3  ,ATX, Rating80+ Bronze,530 W,No,0, 0,
 Thermaltake Toughpower DPS G RGB Titanium  ,ATX, Rating80+ Titanium,1000 W,Full,0, 0,
 FSP Group Twins  ,ATX, Rating80+ Gold,700 W,No,0, 0,
 Thermaltake Toughpower GF A3 - TT Premium Edition  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Thermaltake Smart  ,ATX, Rating80+ Bronze,650 W,Semi,0, 0,
 FSP Group Berzerker  ,ATX, Rating80+ Bronze,500 W,No,0, 0,
 Enermax REVOLUTION X't II  ,ATX, Rating80+ Gold,550 W,Semi,0, 0,
 Cooler Master B500  ,ATX, Rating,500 W,No,4, 3,
 GAMDIAS ASTRAPE M1  ,ATX, Rating80+,550 W,No,0, 0,
 FSP Group Dagger 600  ,SFX, Rating80+ Gold,600 W,Full,5, 4,
 Cougar GX-S  ,ATX, Rating80+ Gold,650 W,No,0, 0,
 SeaSonic PRIME Gold  ,ATX, Rating80+ Gold,750 W,Full,5, 1,
 Cougar VTX  ,ATX, Rating80+ Bronze,700 W,No,4, 1,
 Sentey MBP HM  ,ATX, Rating80+ Bronze,650 W,Semi,0, 0,
 FSP Group Raider 750  ,ATX, Rating80+ Bronze,750 W,No,0, 0,
 FSP Group FSP270-60LE  ,Mini ITX, Rating80+,270 W,No,0, 0,
 FSP Group Everest 85PLUS 800  ,ATX, Rating80+ Bronze,800 W,Full,0, 0,
 Raidmax Thunder RGB  ,ATX, Rating80+ Bronze,535 W,Semi,0, 0,
 XFX Core Edition  ,ATX, Rating80+ Bronze,650 W,No,3, 1,
 SeaSonic FOCUS  ,ATX, Rating80+ Gold,500 W,Semi,0, 0,
 EVGA SuperNOVA 850 PQ  ,ATX, Rating80+ Platinum,850 W,Semi,0, 0,
 Zalman TeraMax II  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Zalman TeraMax II  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 SeaSonic Platinum  ,ATX, Rating80+ Platinum,760 W,Full,5, 3,
 FSP Group Hydro K Pro ATX3.0  ,ATX, Rating80+ Bronze,850 W,No,0, 0,
 SilentiumPC Supremo L2  ,ATX, Rating80+ Gold,650 W,No,0, 0,
 SeaSonic S12G  ,ATX, Rating80+ Gold,650 W,No,5, 1,
 Cooler Master New GX  ,ATX, Rating80+ Bronze,450 W,No,4, 1,
 Cougar BXM850  ,ATX, Rating80+ Bronze,850 W,Semi,0, 0,
 Xilence XP730R8  ,ATX, Rating80+ Bronze,730 W,No,0, 0,
 Inter-Tech Coba Nitrox Nobility  ,ATX, Rating80+ Silver,800 W,Semi,0, 0,
 PC Power & Cooling Silencer MK III  ,ATX, Rating80+ Gold,750 W,Semi,5, 7,
 Antec High Current Gamer Extreme  ,ATX, Rating80+ Gold,1000 W,Full,5, 3,
 Kingwin STR-500  ,ATX, Rating80+ Platinum,500 W,Semi,4, 1,
 SeaSonic ECO  ,ATX, Rating80+ Bronze,430 W,No,3, 1,
 LC-Power LC6650GP3 V2.3 230V  ,ATX, Rating80+ Silver,650 W,No,5, 1,
 Thermaltake Toughpower  ,ATX, Rating80+ Gold,1200 W,Semi,5, 2,
 Cooler Master MWE Gold V2 ATX3.0  ,ATX, Rating80+ Gold,1250 W,Full,0, 0,$129.99
 Antec True Power  ,ATX, Rating80+ Bronze,850 W,Full,5, 1,$230.81
 Silverstone Strider Platinum  ,ATX, Rating80+ Platinum,1200 W,Full,4, 1,
 FSP Group FSP300-60GHS-R  ,SFX, Rating80+,300 W,No,0, 0,
 Rosewill PMG750  ,ATX, Rating80+ Gold,750 W,Full,0, 0,$120.00
 Raidmax Vampire  ,ATX, Rating80+ Gold,1000 W,Semi,0, 0,
 Cooler Master V450  ,ATX, Rating80+ Gold,450 W,Semi,0, 0,
 BitFenix Formula Gold 550  ,ATX, Rating80+ Gold,550 W,No,5, 4,
 Ultra X4  ,ATX, Rating80+ Silver,850 W,Full,0, 0,
 Fractal Design Edison M  ,ATX, Rating80+ Gold,450 W,Semi,5, 6,
 Ultra ULT-LS500  ,ATX, Rating,500 W,No,0, 0,
 Thermaltake Smart  ,ATX, Rating80+,530 W,No,4, 3,
 Thortech Thunderbolt PLUS  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 Corsair Vengeance 500  ,ATX, Rating80+ Bronze,500 W,No,0, 0,
 Cooler Master MasterWatt Maker 1500 ,ATX, Rating80+ Titanium,1500 W,Full,0, 0,
 PC Power & Cooling Silencer MK III  ,ATX, Rating80+ Bronze,400 W,Semi,5, 2,
 Cooler Master Silent Pro Hybrid  ,ATX, Rating80+ Gold,1300 W,Full,5, 2,
 Silverstone Strider  ,ATX, Rating80+ Bronze,600 W,No,0, 0,
 Antec Basiq  ,ATX, Rating80+,550 W,Semi,5, 13,
 Antec True Power  ,ATX, Rating80+ Bronze,750 W,Semi,5, 3,
 HEC HEC250SRT  ,SFX, Rating,250 W,No,0, 0,
 HEC X-Power Pro 600  ,ATX, Rating,600 W,No,0, 0,
 Corsair HX650  ,ATX, Rating80+ Gold,650 W,Semi,4, 6,
 Rosewill Lightning  ,ATX, Rating80+ Gold,800 W,Semi,4, 6,
 Rosewill RX750-S-B  ,ATX, Rating80+,750 W,No,3, 2,
 Thermaltake TR2  ,ATX, Rating80+ Bronze,450 W,No,4, 2,
 Thermaltake TR2  ,ATX, Rating80+ Bronze,500 W,No,5, 2,
 Thermaltake TR2  ,ATX, Rating80+ Gold,700 W,No,0, 0,
 Enermax Platimax  ,ATX, Rating80+ Platinum,1000 W,Semi,0, 0,
 FSP Group Hydro G  ,ATX, Rating80+ Gold,650 W,Full,5, 6,
 GameMax GM  ,ATX, Rating80+ Gold,1800 W,No,0, 0,
 be quiet! STRAIGHT POWER E9 | 450W  ,ATX, Rating80+ Gold,450 W,No,0, 0,
 Topower TOP-600WB  ,ATX, Rating80+ Bronze,600 W,No,0, 0,
 Thermaltake Toughpower XT  ,ATX, Rating80+ Bronze,875 W,Full,0, 0,
 Antec NeoECO V2  ,ATX, Rating80+ Bronze,650 W,Semi,0, 0,
 Gigabyte Odin GT 800  ,ATX, Rating80+,800 W,Semi,0, 0,
 CoolMax ZX-600  ,ATX, Rating80+,600 W,No,3, 2,
 In Win IP-S350CQ2-0T  ,ATX, Rating,350 W,No,0, 0,
 Thermaltake Smart  ,ATX, Rating80+ Bronze,1200 W,Semi,0, 0,
 Thermaltake Smart  ,ATX, Rating80+ Bronze,1000 W,Semi,0, 0,
 Cooler Master MasterWatt Maker  ,ATX, Rating80+ Titanium,1200 W,Full,0, 0,
 Silverstone Strider Platinum  ,ATX, Rating80+ Platinum,1000 W,Full,0, 0,
 FSP Group HEXA 85+  ,ATX, Rating80+ Bronze,450 W,No,0, 0,
 Rosewill Capstone  ,ATX, Rating80+ Gold,550 W,Semi,4, 11,
 Raidmax RX-835AP  ,ATX, Rating80+ Bronze,835 W,Semi,0, 0,
 Raidmax RX-735AP  ,ATX, Rating80+ Bronze,735 W,Semi,5, 3,
 Athena Power AP-MFATX25  ,Mini ITX, Rating80+,250 W,No,0, 0,
 Xigmatek NRP-MC1002  ,ATX, Rating80+ Bronze,1000 W,Full,0, 0,
 Thermaltake Madrid  ,ATX, Rating80+ Gold,850 W,Semi,0, 0,
 Ultra LSP650  ,ATX, Rating,650 W,No,4, 8,
 Sentey MBP HM  ,ATX, Rating80+ Bronze,550 W,Semi,0, 0,
 Antec High Current Gamer  ,ATX, Rating80+ Bronze,750 W,Semi,5, 7,
 Sparkle R-FSP400-60ETN  ,ATX, Rating80+ Platinum,400 W,No,0, 0,
 PC Power & Cooling Silencer Mk II  ,ATX, Rating80+ Silver,750 W,No,5, 6,
 FSP Group Raider 450  ,ATX, Rating80+ Bronze,450 W,No,0, 0,
 Cooler Master G450M  ,ATX, Rating80+ Bronze,450 W,Semi,5, 4,
 In Win PB  ,ATX, Rating80+ Gold,650 W,Full,4, 3,
 Antec NeoECO Classic  ,ATX, Rating80+ Bronze,550 W,No,5, 1,
 Corsair TX650 V2  ,ATX, Rating80+ Bronze,650 W,No,5, 38,
 Enermax MaxTytan  ,ATX, Rating80+ Titanium,1250 W,Full,0, 0,
 Rosewill LEPTON 700  ,ATX, Rating80+ Gold,700 W,Semi,5, 2,
 Thermaltake Toughpower  ,ATX, Rating80+ Gold,650 W,No,0, 0,
 Raidmax RX-500AF  ,ATX, Rating80+ Bronze,500 W,No,4, 1,
 be quiet! Pure Power L8  ,ATX, Rating80+ Bronze,500 W,No,4, 1,
 G.Skill PS1250P  ,ATX, Rating80+ Platinum,1250 W,Full,3, 1,
 SeaSonic Platinum  ,ATX, Rating80+ Platinum,520 W,Full,5, 2,
 XFX ProSeries  ,ATX, Rating80+ Silver,850 W,Semi,5, 4,
 Cougar CMX850V3  ,ATX, Rating80+ Bronze,850 W,Semi,0, 0,
 FSP Group Raider S 650  ,ATX, Rating80+ Silver,650 W,No,4, 1,
 FSP Group Hydro PTM X PRO  ,ATX, Rating80+ Platinum,850 W,Full,0, 0,
 Nfortec Sagitta RGB  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 OCZ ZS  ,ATX, Rating80+ Bronze,750 W,No,0, 0,
 Xilence XP530R8  ,ATX, Rating80+ Bronze,530 W,No,0, 0,
 be quiet! Straight Power 10  ,ATX, Rating80+ Gold,400 W,No,0, 0,
 Enermax REVOLUTION DUO  ,ATX, Rating80+ Gold,700 W,No,0, 0,
 Cougar COUGAR-RS650  ,ATX, Rating80+,650 W,No,0, 0,
 Cougar COUGAR-A560  ,ATX, Rating80+ Bronze,560 W,No,4, 1,
 Diablotek PSUL775  ,ATX, Rating,775 W,No,0, 0,
 SeaSonic PRIME Gold  ,ATX, Rating80+ Gold,1000 W,Full,5, 1,
 Super Flower Golden Green HX  ,ATX, Rating80+ Gold,450 W,No,0, 0,
 Super Flower Golden Green HX  ,ATX, Rating80+ Gold,550 W,No,5, 2,
 Super Flower Leadex Gold  ,ATX, Rating80+ Gold,650 W,Full,5, 6,
 Thermaltake Toughpower  ,ATX, Rating80+ Gold,1000 W,Semi,4, 1,
 SeaSonic SS-850HT Silver  ,ATX, Rating80+ Silver,850 W,No,0, 0,$169.00
 RAIJINTEK CRATOS  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 Noua Volture X GX-MVX  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Super Flower Leadex III ARGB Pro  ,ATX, Rating80+ Gold,650 W,Full,0, 0,$189.99
 Zalman ACRUX  ,ATX, Rating80+ Platinum,1000 W,Full,0, 0,
 Raidmax Vampire  ,ATX, Rating80+ Gold,700 W,Semi,5, 2,
 Corsair GS500  ,ATX, Rating80+,500 W,No,0, 0,
 FSP Group Raider S 750  ,ATX, Rating80+ Silver,750 W,No,0, 0,
 be quiet! Pure Power 10  ,ATX, Rating80+ Bronze,350 W,No,0, 0,
 be quiet! Pure Power 10  ,ATX, Rating80+ Silver,700 W,No,0, 0,
 be quiet! Pure Power 10 CM  ,ATX, Rating80+ Silver,700 W,Semi,0, 0,
 OCZ ZT  ,ATX, Rating80+ Bronze,550 W,Full,4, 8,
 Silverstone Strider  ,ATX, Rating80+ Bronze,600 W,Full,4, 3,
 Antec EDGE  ,ATX, Rating80+ Gold,650 W,Full,5, 3,
 PC Power & Cooling Silencer MK III  ,ATX, Rating80+ Bronze,500 W,Semi,5, 4,
 Enermax TRIATHLOR  ,ATX, Rating80+ Bronze,650 W,Semi,0, 0,
 Thermaltake Toughpower Grand  ,ATX, Rating80+ Platinum,700 W,Semi,5, 1,
 Cougar RX500  ,ATX, Rating80+,500 W,No,0, 0,
 Antec True Power  ,ATX, Rating80+ Bronze,550 W,Full,5, 3,
 Apevia ATX-AS500W-BK  ,ATX, Rating,500 W,No,0, 0,
 Cooler Master Elite  ,ATX, Rating,400 W,No,4, 2,
 Cooler Master Silent Pro Gold  ,ATX, Rating80+ Gold,1200 W,Semi,5, 2,
 Enermax ELT720AWT-ECO_II  ,ATX, Rating80+,720 W,Full,0, 0,
 Rosewill RV2-700  ,ATX, Rating,700 W,No,1, 2,
 Thermaltake TR2  ,ATX, Rating80+,1200 W,Semi,0, 0,
 Thermaltake Black Widow  ,ATX, Rating80+ Bronze,850 W,Semi,5, 6,
 Cooler Master i600  ,ATX, Rating80+ Bronze,600 W,No,5, 3,
 In Win Classic  ,ATX, Rating80+ Platinum,750 W,Full,5, 1,
 Antec NeoECO V2  ,ATX, Rating80+ Bronze,550 W,Semi,0, 0,
 Raidmax Scorpio  ,ATX, Rating80+ Bronze,635 W,Semi,0, 0,
 Raidmax Scorpio  ,ATX, Rating80+ Bronze,735 W,Semi,0, 0,
 LEPA B650-SA  ,ATX, Rating80+ Bronze,650 W,No,0, 0,
 CoolMax ZU-500B  ,ATX, Rating80+ Bronze,500 W,Semi,5, 1,
 Sparkle FSP300-60THA  ,ATX, Rating,300 W,No,0, 0,
 Enermax REVOLUTION X't II  ,ATX, Rating80+ Gold,650 W,Semi,0, 0,
 Enermax TRIATHLOR ECO  ,ATX, Rating80+ Bronze,800 W,Semi,0, 0,
 Thermalright TB-750  ,ATX, Rating80+ Bronze,750 W,Full,0, 0,
 Raidmax RX-635AP  ,ATX, Rating80+ Bronze,635 W,Semi,5, 1,
 Antec High Current Pro  ,ATX, Rating80+ Platinum,1300 W,Full,5, 2,
 Xigmatek ACXTNRP-PC402  ,ATX, Rating80+ Bronze,400 W,No,0, 0,
 NZXT HALE 90  ,ATX, Rating80+ Gold,850 W,Full,5, 5,
 Segotep GF  ,SFX, Rating80+ Gold,750 W,Full,0, 0,
 Zalman 850-HP Plus  ,ATX, Rating80+ Silver,850 W,Semi,0, 0,
 FSP Group Hydro X  ,ATX, Rating80+ Gold,450 W,No,0, 0,
 Cooler Master V Gold  ,ATX, Rating80+ Gold,750 W,Full,4, 1,
 SHARKOON SilentStorm Icewind  ,ATX, Rating80+ Bronze,550 W,Semi,0, 0,
 SHARKOON SilentStorm Icewind  ,ATX, Rating80+ Bronze,750 W,Semi,0, 0,
 Replace Power RP-TFX-420W  ,TFX, Rating,420 W,No,3, 1,
 SeaSonic SS-350TGM Retail  ,TFX, Rating80+ Gold,350 W,Full,5, 1,
 Rosewill Lightning  ,ATX, Rating80+ Gold,1000 W,Semi,4, 5,
 Fractal Design Tesla R2  ,ATX, Rating80+ Gold,800 W,No,0, 0,
 OCZ ZX  ,ATX, Rating80+ Gold,1250 W,Full,5, 1,
 Enermax ENP450AST  ,ATX, Rating,450 W,No,4, 1,
 RIOTORO ONYX 650  ,ATX, Rating80+ Bronze,650 W,Semi,5, 1,
 FSP Group Raider S 450  ,ATX, Rating80+ Silver,450 W,No,5, 1,
 FSP Group AURUM GOLD 700  ,ATX, Rating80+ Gold,700 W,No,0, 0,
 Enermax REVOLUTION DUO  ,ATX, Rating80+ Gold,600 W,No,0, 0,
 Zalman TeraMax II  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 Zalman TeraMax II  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 FSP Group AURUM 92+  ,ATX, Rating80+ Platinum,550 W,Semi,0, 0,
 SeaSonic ATX3-FOCUS-GX-750-WHITE  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 XFX ProSeries  ,ATX, Rating80+ Silver,750 W,Semi,5, 5,
 Rosewill ARC 550  ,ATX, Rating80+ Bronze,550 W,No,4, 5,
 Nfortec Sagitta RGB  ,ATX, Rating80+ Gold,1050 W,Full,0, 0,
 OCZ ZS  ,ATX, Rating80+ Bronze,650 W,No,4, 1,
 Xilence XP830R8  ,ATX, Rating80+ Bronze,830 W,No,0, 0,
 Fractal Design Tesla R2  ,ATX, Rating80+ Gold,500 W,No,0, 0,
 PC Power & Cooling Fatal1ty Gaming  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 Deepcool GamerStorm DQ-M  ,ATX, Rating80+ Gold,650 W,Full,5, 2,
 be quiet! Straight Power 10 CM  ,ATX, Rating80+ Gold,500 W,Semi,0, 0,
 Sentey ERP-500-SM  ,ATX, Rating,500 W,Full,0, 0,
 Cougar COUGAR-1000CMX  ,ATX, Rating80+ Bronze,1000 W,No,5, 4,
 Azza PSAZ-850B14  ,ATX, Rating,850 W,No,0, 0,
 SeaSonic Snow Silent  ,ATX, Rating80+ Platinum,750 W,Full,5, 8,
 Apevia AR  ,ATX, Rating,500 W,No,0, 0,
 SeaSonic PRIME Gold  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 XFX ProSeries  ,ATX, Rating80+ Bronze,450 W,No,5, 9,
 Antec True Power  ,ATX, Rating80+ Gold,550 W,No,4, 2,
 Super Flower Leadex Gold  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 In Win Compact  ,SFX, Rating80+ Gold,700 W,Full,0, 0,
 Thermaltake Toughpower  ,ATX, Rating80+ Gold,850 W,Semi,4, 1,
 Thermaltake Smart DPS G  ,ATX, Rating80+ Gold,650 W,Semi,0, 0,
 Thermaltake Toughpower DPS G  ,ATX, Rating80+ Gold,450 W,Full,4, 1,
 Thermalright TP  ,ATX, Rating80+ Platinum,850 W,Full,0, 0,
 FSP Group FSP300-60LG-5K  ,Flex ATX, Rating80+ Bronze,300 W,No,0, 0,$153.74
 Enermax Platimax  ,ATX, Rating80+ Platinum,1500 W,Full,0, 0,
 Corsair CX-600 V3  ,ATX, Rating80+ Bronze,600 W,No,0, 0,
 Antec VP  ,ATX, Rating,600 W,No,0, 0,
 Antec VP  ,ATX, Rating,700 W,No,0, 0,
 Raidmax Cobra  ,ATX, Rating80+ Bronze,600 W,No,4, 1,
 ADATA XPG KYBER  ,ATX, Rating80+ Gold,650 W,No,0, 0,
 be quiet! TFX Power 2  ,TFX, Rating80+ Gold,300 W,No,0, 0,
 SeaSonic PRIME Ultra Platinum 650  ,ATX, Rating80+ Platinum,650 W,Full,0, 0,
 Montech CENTURY MINI  ,SFX, Rating80+ Gold,650 W,Full,0, 0,
 Deepcool GamerStorm DQ-M  ,ATX, Rating80+ Gold,750 W,Full,5, 1,
 Antec VP650P  ,ATX, Rating,650 W,No,0, 0,
 Rosewill Glacier 1000M  ,ATX, Rating80+ Bronze,1000 W,Semi,4, 1,
 Thermaltake Smart  ,ATX, Rating80+,630 W,No,0, 0,
 SeaSonic X  ,ATX, Rating80+ Gold,750 W,Full,5, 8,
 Thermaltake Toughpower XT  ,ATX, Rating80+ Gold,1475 W,Semi,5, 1,
 Thermaltake Toughpower XT  ,ATX, Rating80+ Gold,1375 W,Semi,4, 1,
 Rosewill RD-Z  ,ATX, Rating80+,500 W,No,0, 0,
 Cougar POLAR X2  ,ATX, Rating80+ Platinum,1050 W,Full,0, 0,
 SeaSonic PRIME Ultra Gold 550  ,ATX, Rating80+ Gold,550 W,Full,5, 2,
 FSP Group AURUM CM GOLD 650  ,ATX, Rating80+ Gold,650 W,Semi,0, 0,
 Cougar VTE X2  ,ATX, Rating80+,700 W,No,0, 0,
 Rosewill Capstone  ,ATX, Rating80+ Gold,550 W,No,5, 7,
 XFX ProSeries  ,ATX, Rating80+ Gold,1250 W,Full,5, 3,
 Zalman 1250 Platinum  ,ATX, Rating80+ Platinum,1250 W,Semi,0, 0,
 FSP Group Dagger 500  ,SFX, Rating80+ Gold,500 W,Full,0, 0,
 LEPA G  ,ATX, Rating80+ Gold,1600 W,Full,4, 2,
" FSP Group Hydro PTM X PRO,Gen5  ",ATX, Rating80+ Platinum,1200 W,Full,0, 0,
 Antec Earthwatts Green  ,ATX, Rating80+,430 W,No,4, 1,
 Antec NeoECO  ,ATX, Rating80+,400 W,No,5, 2,
 Azza Titan  ,ATX, Rating80+ Bronze,1000 W,No,5, 1,
 Gigabyte GE-P450P-C2  ,ATX, Rating80+,550 W,No,2, 1,
 SeaSonic SSP-350ST  ,ATX, Rating80+ Bronze,350 W,No,0, 0,
 OCZ Z Series Gold  ,ATX, Rating80+ Gold,850 W,Semi,5, 1,
 Silverstone Strider  ,ATX, Rating80+ Gold,1200 W,Full,5, 1,
 Rosewill Green  ,ATX, Rating80+ Bronze,700 W,No,0, 0,
 Rosewill RP600V2-S-SL  ,ATX, Rating,600 W,No,4, 5,
 Silverstone Strider  ,ATX, Rating80+ Bronze,500 W,Full,4, 7,
 Thermaltake TR2  ,ATX, Rating,650 W,Full,5, 2,
 Zalman ZM500-HP  ,ATX, Rating,500 W,Semi,5, 1,
 Zalman ZM770-XT  ,ATX, Rating80+ Bronze,770 W,Full,0, 0,
 Thermaltake TR2  ,ATX, Rating80+ Gold,600 W,No,0, 0,
 Enermax NAXN ADV.  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 Rosewill Quark 1000  ,ATX, Rating80+ Platinum,1000 W,Full,0, 0,
 Antec EarthWatts Platinum  ,ATX, Rating80+ Platinum,550 W,No,4, 1,
 OCZ Fatal1ty  ,ATX, Rating80+ Gold,1000 W,Semi,5, 6,
 be quiet! STRAIGHT POWER E9 | 400W  ,ATX, Rating80+ Gold,400 W,No,0, 0,
 Topower TOP-800WB  ,ATX, Rating80+ Bronze,800 W,No,0, 0,
 FSP Group Twins  ,ATX, Rating80+ Gold,500 W,No,0, 0,
 Cooler Master Extreme 2  ,ATX, Rating,525 W,No,3, 4,
 Antec NeoECO Platinum  ,ATX, Rating80+ Platinum,850 W,Full,5, 1,
 Enermax MarbleBron  ,ATX, Rating80+ Bronze,850 W,Semi,0, 0,
 Ultra LSP  ,ATX, Rating,550 W,No,3, 3,
 GAMDIAS ASTRAPE M1 B  ,ATX, Rating80+ Bronze,650 W,No,0, 0,
