Name,Type,Efficiency,Wattage,Modular,Rating,Rating Count,Price
 Silverstone Strider  ,ATX, Rating80+ Bronze,500 W,No,3, 1,
 Thermaltake Toughpower iRGB PLUS 1200 Platinum  ,ATX, Rating80+ Platinum,1200 W,Full,5, 3,
 FSP Group AURUM S 400W  ,ATX, Rating80+ Gold,400 W,No,4, 1,
 Thermaltake Toughpower Grand RGB Platinum  ,ATX, Rating80+ Platinum,1050 W,Full,0, 0,
 BitFenix Whisper M  ,ATX, Rating80+ Gold,650 W,Full,5, 1,
 SeaSonic CORE GX-500  ,ATX, Rating80+ Gold,500 W,Full,0, 0,
 Xigmatek ACXTNRP-PC502  ,ATX, Rating80+ Bronze,500 W,No,3, 1,
 Ultra LSP750  ,ATX, Rating,750 W,No,5, 1,
 SHARKOON WPM Bronze  ,ATX, Rating80+ Bronze,700 W,Semi,0, 0,
 Thermaltake Toughpower GX1 500  ,ATX, Rating80+ Gold,500 W,No,5, 1,
 be quiet! Pure Power L8  ,ATX, Rating80+ Bronze,350 W,No,4, 2,
 Cooler Master MWE 400  ,ATX, Rating80+,400 W,No,0, 0,
 Rosewill PHOTON-1200  ,ATX, Rating80+ Gold,1200 W,Full,5, 3,
 be quiet! System Power 10 U  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 be quiet! System Power 10 U  ,ATX, Rating80+ Bronze,650 W,No,0, 0,
 Deepcool GamerStorm DQ-M  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 be quiet! Pure Power L8  ,ATX, Rating80+ Bronze,530 W,Semi,5, 2,
 In Win P105II  ,ATX, Rating80+ Platinum,1050 W,Full,0, 0,$185.91
 Xilence XP650R9  ,ATX, Rating80+ Gold,650 W,No,0, 0,
 Thermaltake Toughpower iRGB PLUS 750  ,ATX, Rating80+ Gold,750 W,Full,3, 1,$219.99
 Zalman ACRUX  ,ATX, Rating80+ Platinum,850 W,Full,0, 0,
 SeaSonic 850FX WHITE  ,ATX, Rating80+ Gold,850 W,Full,4, 1,
 Enermax MaxTytan  ,ATX, Rating80+ Titanium,1050 W,Full,0, 0,$299.99
 Enermax Platimax D.F.  ,ATX, Rating80+ Platinum,600 W,Full,0, 0,
 Thermaltake Toughpower iRGB PLUS 1000  ,ATX, Rating80+ Gold,1000 W,Full,5, 1,
 Rosewill Glacier 500M  ,ATX, Rating80+ Bronze,500 W,Semi,5, 14,
 BitFenix Formula Bronze  ,ATX, Rating80+ Bronze,700 W,No,0, 0,
 Corsair TX650  ,ATX, Rating80+ Bronze,650 W,No,4, 5,
 Thermaltake TR2  ,ATX, Rating80+,800 W,No,4, 4,
 GameMax GP  ,ATX, Rating80+ Bronze,400 W,No,5, 2,
 Super Flower Legion GX Pro  ,ATX, Rating80+ Gold,750 W,Semi,0, 0,
 be quiet! Pure Power L7  ,ATX, Rating80+,530 W,No,5, 1,
 Thermaltake Toughpower GX1 RGB  ,ATX, Rating80+ Gold,600 W,No,0, 0,
 Cooler Master Elite  ,ATX, Rating,460 W,No,4, 5,
 Cougar GEX X2  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 be quiet! Power Zone 650W  ,ATX, Rating80+ Bronze,650 W,Full,0, 0,
 EVGA SuperNOVA 1000 PS  ,ATX, Rating80+ Platinum,1000 W,Full,5, 7,
 Rosewill PHOTON-850  ,ATX, Rating80+ Gold,850 W,Full,5, 5,
 Rosewill PHOTON-1050  ,ATX, Rating80+ Gold,1050 W,Full,5, 1,
 Thermaltake TOUGHPOWER PF1 ARGB  ,ATX, Rating80+ Platinum,1200 W,Full,5, 1,
 Super Flower Leadex VI Platinum PRO  ,ATX, Rating80+ Platinum,1000 W,Full,0, 0,$156.98
 GameMax GX Pro Rampage  ,ATX, Rating80+ Platinum,1250 W,Full,0, 0,
 In Win P75FII  ,ATX, Rating80+ Gold,750 W,No,0, 0,
 SHARKOON SilentStorm  ,SFX, Rating80+ Bronze,450 W,No,0, 0,$97.59
 BitFenix Formula Gold 750  ,ATX, Rating80+ Gold,750 W,No,5, 2,
 Asus TUF Gaming 1000G  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 KOLINK Classic Power  ,ATX, Rating80+ Bronze,400 W,No,5, 1,
 Thermaltake Toughpower iRGB PLUS 850  ,ATX, Rating80+ Gold,850 W,Full,0, 0,$285.00
 BitFenix Whisper M  ,ATX, Rating80+ Gold,850 W,Full,5, 1,
 Kuroutoshikou KRPW-BR650W/85+  ,ATX, Rating80+ Bronze,650 W,No,0, 0,
 Rosewill Glacier 850M  ,ATX, Rating80+ Bronze,850 W,Semi,5, 1,
 OCZ ModXStream Pro  ,ATX, Rating80+,500 W,Semi,4, 8,
 Rosewill Green  ,ATX, Rating80+,630 W,No,4, 17,
 GameMax GM  ,ATX, Rating80+ Gold,500 W,Semi,0, 0,
 Fractal Design Newton R3  ,ATX, Rating80+ Platinum,800 W,Semi,4, 3,
 In Win P65F  ,ATX, Rating80+ Gold,650 W,No,0, 0,
 be quiet! Dark Power Pro 11  ,ATX, Rating80+ Platinum,550 W,Semi,0, 0,
 EVGA 650 GD  ,ATX, Rating80+ Gold,650 W,No,0, 0,
 Zalman TX  ,ATX, Rating,500 W,No,0, 0,
 SHARKOON WPM Bronze  ,ATX, Rating80+ Bronze,500 W,Semi,0, 0,
 FSP Group Raider S 550  ,ATX, Rating80+ Silver,550 W,No,0, 0,
 Cooler Master Thunder  ,ATX, Rating,600 W,No,3, 3,
 Silverstone Strider  ,ATX, Rating80+ Gold,1500 W,Full,0, 0,
 Thermaltake TR2  ,ATX, Rating,430 W,No,4, 8,
 FSP Group HYPER S  ,ATX, Rating80+,700 W,No,0, 0,
 Rosewill RBR1000-M  ,ATX, Rating80+ Bronze,1000 W,Semi,5, 5,
 Cougar GEX X2  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 BitFenix Formula Gold 650  ,ATX, Rating80+ Gold,650 W,No,5, 2,
 SeaSonic PRIME SNOWSILENT  ,ATX, Rating80+ Platinum,650 W,Full,0, 0,
 be quiet! Pure Power 10 CM  ,ATX, Rating80+ Silver,500 W,Semi,5, 2,
 SeaSonic M12II  ,ATX, Rating80+ Bronze,750 W,Semi,5, 10,
 SeaSonic S12III  ,ATX, Rating80+ Bronze,450 W,No,4, 3,
 Cooler Master Silent Pro M  ,ATX, Rating80+ Bronze,700 W,Full,4, 11,
 Cooler Master GX  ,ATX, Rating80+ Bronze,750 W,No,5, 4,
 Raidmax RX-630SS  ,ATX, Rating,630 W,Semi,5, 4,
 Enermax MAXPRO  ,ATX, Rating80+,500 W,No,0, 0,
 Thermaltake Smart  ,ATX, Rating80+ Bronze,750 W,Semi,4, 6,$196.80
 Athena Power APOLLO 600  ,SFX, Rating80+ Bronze,600 W,No,0, 0,
 GAMDIAS ASTRAPE M1 B  ,ATX, Rating80+ Bronze,750 W,No,0, 0,
 Raidmax RX-700AC  ,ATX, Rating80+ Bronze,700 W,Semi,4, 3,
 be quiet! Dark Power Pro 11  ,ATX, Rating80+ Platinum,1200 W,Semi,0, 0,
 be quiet! Pure Power 9  ,ATX, Rating80+ Silver,400 W,Semi,5, 2,
 Antec NeoECO Classic  ,ATX, Rating80+ Bronze,650 W,No,5, 1,
 be quiet! Pure Power L8  ,ATX, Rating80+ Bronze,600 W,No,4, 1,
 EVGA SuperNOVA NEX750B  ,ATX, Rating80+ Bronze,750 W,Semi,5, 29,
 LEPA MX-F1  ,ATX, Rating,600 W,No,3, 2,
 SeaSonic ATX3-FOCUS-GX-850-WHITE  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Silverstone Nightjar  ,ATX, Rating80+ Platinum,520 W,Full,5, 3,
 be quiet! Straight Power 10 CM  ,ATX, Rating80+ Gold,600 W,Semi,5, 2,
 Cooler Master Silent Pro M2  ,ATX, Rating80+ Silver,850 W,Semi,4, 7,
 FSP Group HYPER S  ,ATX, Rating80+,500 W,No,0, 0,
 Rosewill HIVE  ,ATX, Rating80+ Bronze,650 W,Semi,5, 40,
 SeaSonic PRIME Ultra Gold 850  ,ATX, Rating80+ Gold,850 W,Full,0, 0,$195.98
 LC-Power LC V2.31  ,ATX, Rating80+ Platinum,550 W,Full,0, 0,
 Enermax CYBERBRON  ,ATX, Rating80+ Bronze,600 W,No,0, 0,
 GAMDIAS KRATOS P1 G  ,ATX, Rating80+ Gold,750 W,Semi,5, 3,
 Rosewill Glacier 600M  ,ATX, Rating80+ Bronze,600 W,Semi,5, 6,
 SeaSonic M12II  ,ATX, Rating80+ Bronze,650 W,Semi,5, 5,
 Antec NeoECO  ,ATX, Rating80+ Bronze,520 W,No,4, 7,
 Antec True Power  ,ATX, Rating80+ Bronze,650 W,Full,5, 3,
 OCZ StealthXstream II  ,ATX, Rating80+,600 W,No,3, 2,
 be quiet! System Power 8  ,ATX, Rating80+,500 W,No,5, 1,
 GameMax GM  ,ATX, Rating80+ Gold,1650 W,No,0, 0,
 Sentey XPP725-PS  ,ATX, Rating,725 W,Semi,5, 1,
 Thermaltake Toughpower iRGB PLUS  ,ATX, Rating80+ Titanium,1250 W,Full,3, 1,
 be quiet! PURE POWER 9 CM  ,ATX, Rating80+ Silver,600 W,Semi,4, 1,
 XFX TS  ,ATX, Rating80+ Gold,550 W,No,5, 3,
 Fractal Design Newton R3  ,ATX, Rating80+ Platinum,1000 W,Semi,0, 0,
 Antec High Current Gamer  ,ATX, Rating80+ Bronze,850 W,Semi,5, 6,
 Corsair CX850M V2 ,ATX, Rating80+ Bronze,850 W,Semi,0, 0,
 XFX TS  ,ATX, Rating80+ Gold,750 W,No,5, 2,
 be quiet! Power Zone  ,ATX, Rating80+ Bronze,850 W,Full,0, 0,
 be quiet! Power Zone 1000W  ,ATX, Rating80+ Bronze,1000 W,Full,4, 1,
 SeaSonic ATX3-FOCUS-GX-1000-WHITE  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 SeaSonic S12II  ,ATX, Rating80+ Bronze,750 W,Full,4, 6,
 In Win A55  ,ATX, Rating80+,550 W,No,0, 0,
 Fractal Design Integra M  ,ATX, Rating80+ Bronze,750 W,Semi,3, 1,
 Thermaltake TR2  ,ATX, Rating80+ Bronze,600 W,No,3, 1,
 Thermaltake Toughpower Grand RGB Platinum  ,ATX, Rating80+ Platinum,850 W,Full,0, 0,
 Insignia NS-PCW5508  ,ATX, Rating80+ Bronze,550 W,No,3, 2,
 FSP Group FSP400-60GHS,SFX, Rating80+ Bronze,400 W,No,0, 0,
 Cooler Master MWE Bronze  ,ATX, Rating80+ Bronze,450 W,No,0, 0,
 RAIJINTEK CRATOS  ,ATX, Rating80+ Gold,850 W,Full,0, 0,$96.90
 Athena Power AP-MFATX50P8  ,Flex ATX, Rating80+ Silver,500 W,No,3, 1,$179.99
 BitFenix Whisper M  ,ATX, Rating80+ Gold,750 W,Full,5, 2,
 GameMax GX Pro Rampage  ,ATX, Rating80+ Platinum,1050 W,Full,0, 0,
 Corsair CX-750 V3  ,ATX, Rating80+ Bronze,750 W,No,0, 0,
 LC-Power LC6 V2.31  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 OCZ ZT  ,ATX, Rating80+ Bronze,750 W,Full,4, 17,
 Thermaltake TR2  ,ATX, Rating80+ Bronze,750 W,Semi,5, 4,
 Cougar VTE X2  ,ATX, Rating80+,650 W,No,0, 0,
 SeaSonic Platinum  ,ATX, Rating80+ Platinum,860 W,Full,5, 8,
 Cougar SL500  ,ATX, Rating,500 W,No,4, 1,
 Cougar SL400  ,ATX, Rating,400 W,No,0, 0,
 Cooler Master Silent Pro M  ,ATX, Rating80+ Bronze,850 W,Semi,5, 1,
 be quiet! System Power U9  ,ATX, Rating80+ Bronze,700 W,No,0, 0,
 Cooler Master i700  ,ATX, Rating80+ Bronze,700 W,No,5, 3,
 Cooler Master GXII  ,ATX, Rating80+ Bronze,750 W,No,4, 5,
 Apex AG-M  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Thermaltake TR2 RX  ,ATX, Rating80+ Bronze,850 W,Semi,5, 4,
 LC-Power LC8550 V2.31 Prophet  ,ATX, Rating80+ Bronze,550 W,Semi,0, 0,
 RIOTORO ENIGMA G2  ,ATX, Rating80+ Gold,850 W,Full,5, 4,
 Silverstone VIVA  ,ATX, Rating80+ Gold,750 W,No,0, 0,
 OCZ ZX  ,ATX, Rating80+ Gold,850 W,Semi,4, 8,
 NZXT HALE82 V2 700W  ,ATX, Rating80+ Bronze,700 W,Full,4, 5,
 Thermaltake Toughpower GF2 ARGB  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Enermax Platimax  ,ATX, Rating80+ Platinum,1350 W,Full,0, 0,
 Zalman TeraMax II  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 EVGA SuperNOVA 1050 GS  ,ATX, Rating80+ Gold,1050 W,Full,5, 5,
 Rosewill ARC 450  ,ATX, Rating80+ Bronze,450 W,No,4, 8,
 XFX PRO Black Edition  ,ATX, Rating80+ Gold,850 W,Full,5, 19,
 Fractal Design Newton R3  ,ATX, Rating80+ Platinum,600 W,Semi,5, 1,
 Sentey SDP650-SS  ,ATX, Rating80+,650 W,No,5, 1,
 EVGA 500 BT  ,ATX, Rating80+ Bronze,500 W,No,0, 0,
 Zalman ACRUX  ,ATX, Rating80+ Platinum,750 W,Full,0, 0,
 Antec Earthwatts Green  ,ATX, Rating80+ Bronze,430 W,No,4, 2,$104.64
 Fractal Design Anode Bronze  ,ATX, Rating80+ Bronze,550 W,Semi,0, 0,$148.69
 Zalman ACRUX  ,ATX, Rating80+ Platinum,1200 W,Full,3, 1,
 Deepcool DQ550ST  ,ATX, Rating80+ Gold,550 W,No,4, 1,
 NZXT HALE90 V2 850W  ,ATX, Rating80+ Gold,850 W,Full,5, 3,
 NZXT HALE90 V2 1000W  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 SeaSonic Platinum  ,ATX, Rating80+ Platinum,760 W,Full,5, 18,
 Cooler Master GX  ,ATX, Rating80+,650 W,No,4, 3,
 Rosewill Stallion  ,ATX, Rating,400 W,No,4, 5,
 Deepcool PK800D  ,ATX, Rating80+ Bronze,800 W,No,0, 0,
 Enermax REVOLUTION ATX 3.0  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 Cooler Master Extreme 2  ,ATX, Rating,475 W,No,4, 1,
 EVGA SuperNOVA 750 T2  ,ATX, Rating80+ Titanium,750 W,Full,0, 0,
 Raidmax Cobra  ,ATX, Rating80+ Gold,600 W,Semi,0, 0,
 Silverstone Strider Titanium  ,ATX, Rating80+ Titanium,700 W,Full,5, 1,
 Cooler Master Silent Pro M2  ,ATX, Rating80+ Bronze,720 W,Semi,4, 8,
 Athena Power AP-MFATX30  ,Mini ITX, Rating80+ Bronze,300 W,No,0, 0,
 Xigmatek NRP-PC702  ,ATX, Rating80+ Bronze,700 W,No,0, 0,
 Deepcool DN400  ,ATX, Rating,400 W,No,4, 1,
 Corsair VS600  ,ATX, Rating80+,600 W,No,5, 1,
 RIOTORO BUILDER  ,ATX, Rating80+,600 W,No,0, 0,
 Sentey MBP HM  ,ATX, Rating80+ Bronze,750 W,Semi,0, 0,
 FSP Group Raider 650  ,ATX, Rating80+ Bronze,650 W,No,4, 2,
 Apevia APEVIA ATX-WR680W 680W ATX12V v2.3 SLI CrossFire Active PFC Power Supply  ,ATX, Rating,680 W,Semi,0, 0,
 Antec High Current Gamer  ,ATX, Rating80+ Bronze,620 W,No,5, 4,
 Antec HCG-750 Bronze  ,ATX, Rating80+ Bronze,750 W,No,5, 4,
 SeaSonic FOCUS SGX ,SFX, Rating80+ Gold,550 W,Full,0, 0,
 Solid Gear SDGR-FLEX220  ,Flex ATX, Rating,220 W,No,3, 1,
 Enermax REVOLUTION SFX  ,SFX, Rating80+ Gold,550 W,Full,0, 0,
 Rosewill ARC 650  ,ATX, Rating80+ Bronze,650 W,No,4, 2,
 In Win A45  ,ATX, Rating80+,450 W,No,0, 0,
 Super Flower Leadex Gold  ,ATX, Rating80+ Gold,1300 W,Full,5, 1,$299.99
 MSI MAG A1250GL PCIE5  ,ATX, Rating80+ Gold,1250 W,Full,0, 0,
 Super Flower Leadex VI Platinum PRO  ,ATX, Rating80+ Platinum,850 W,Full,3, 1,$149.99
 Corsair CX-500 V3  ,ATX, Rating80+ Bronze,500 W,No,5, 1,
 LC-Power LC6350 V2.3  ,ATX, Rating80+ Bronze,350 W,No,0, 0,
 XFX XTR  ,ATX, Rating80+ Gold,550 W,Full,5, 7,
 SeaSonic PRIME SNOWSILENT  ,ATX, Rating80+ Gold,550 W,Full,4, 1,
 Cougar VTE X2  ,ATX, Rating80+,750 W,No,0, 0,
 be quiet! Pure Power 10  ,ATX, Rating80+ Bronze,300 W,No,0, 0,
 Athena Power AP-TFX40  ,TFX, Rating80+ Bronze,400 W,No,0, 0,
 Thermaltake Toughpower XT  ,ATX, Rating80+ Bronze,775 W,Full,3, 1,
 Thermaltake TR2  ,ATX, Rating80+,700 W,No,0, 0,
 be quiet! System Power U9  ,ATX, Rating80+ Bronze,500 W,No,4, 1,
 be quiet! System Power 8  ,ATX, Rating80+,400 W,No,5, 2,
 SeaSonic PRIME Titanium  ,ATX, Rating80+ Titanium,1000 W,Full,4, 1,$599.00
 Antec NeoECO 650 Gold  ,ATX, Rating80+ Gold,650 W,Semi,4, 1,
 Cooler Master MasterWatt 650 TUF Gaming Alliance Edition  ,ATX, Rating80+ Bronze,650 W,Semi,0, 0,
 Antec VP PLUS  ,ATX, Rating80+,550 W,No,0, 0,
 Rosewill Capstone  ,ATX, Rating80+ Gold,750 W,Semi,5, 21,
 Cooler Master M620  ,ATX, Rating80+,620 W,Semi,0, 0,
 Super Flower Leadex III Super Pro  ,ATX, Rating80+ Bronze,650 W,Full,5, 2,
 FSP Group HEXA 85+ PRO  ,ATX, Rating80+ Bronze,750 W,No,0, 0,
 Cooler Master GX  ,ATX, Rating80+,750 W,Semi,4, 5,
 Apevia Beast  ,ATX, Rating,550 W,No,4, 1,
 EVGA 700 GQ  ,ATX, Rating80+ Gold,700 W,Semi,0, 0,
 Xigmatek Vector  ,ATX, Rating80+ Gold,850 W,Semi,0, 0,
 RIOTORO ENIGMA G2  ,ATX, Rating80+ Gold,650 W,Full,4, 4,
 Antec VP  ,ATX, Rating,450 W,No,4, 23,
 Raidmax Thunder RGB  ,ATX, Rating80+ Bronze,735 W,Semi,4, 2,
 SeaSonic Platinum  ,ATX, Rating80+ Platinum,1200 W,Full,5, 2,
 XFX Core Edition  ,ATX, Rating80+ Bronze,850 W,No,0, 0,
 G.Skill PS750G  ,ATX, Rating80+ Gold,750 W,Full,5, 2,
 be quiet! System Power 10 U  ,ATX, Rating80+ Gold,850 W,No,0, 0,
 Antec Earthwatts  ,ATX, Rating80+ Bronze,500 W,No,4, 2,
 Sentey SDP550-SS  ,ATX, Rating80+,550 W,No,0, 0,
 Thortech Thunderbolt PLUS  ,ATX, Rating80+ Gold,800 W,Full,0, 0,
 SeaSonic PRIME Gold  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 EVGA SuperNOVA 750 GA  ,ATX, Rating80+ Gold,750 W,Full,5, 1,
 Super Flower SF-1200F14MP White  ,ATX, Rating80+ Platinum,1200 W,Full,4, 1,
 BitFenix BFG GOLD ATX3.0  ,ATX, Rating80+ Gold,850 W,Full,0, 0,$109.90
 Thermaltake Toughpower PF1 - TT Premium Edition  ,ATX, Rating80+ Platinum,1050 W,Full,0, 0,$318.10
 Thermalright TG  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 SeaSonic PRIME Ultra Platinum 850  ,ATX, Rating80+ Platinum,850 W,Full,0, 0,$359.99
 Rosewill Green  ,ATX, Rating80+,430 W,No,0, 0,$80.00
 SeaSonic PRIME Ultra Gold 650  ,ATX, Rating80+ Gold,650 W,Full,4, 1,
 Rosewill Green  ,ATX, Rating80+,530 W,No,4, 7,$170.00
 Phanteks PH-P550GF  ,ATX, Rating80+ Gold,550 W,No,0, 0,
 Corsair HX1200i  ,ATX, Rating80+ Platinum,1200 W,Full,0, 0,$319.99
 SeaSonic PRIME Ultra Platinum 550  ,ATX, Rating80+ Platinum,550 W,Full,0, 0,
 LC-Power LC6 V2.31  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 XFX XTR  ,ATX, Rating80+ Gold,650 W,Full,5, 9,
 Corsair CS550M  ,ATX, Rating80+ Gold,550 W,Semi,0, 0,
 Cougar SL600  ,ATX, Rating,600 W,No,4, 2,
 Cooler Master eXtreme Power Plus  ,ATX, Rating,700 W,No,4, 2,
 Cooler Master Silent Pro M  ,ATX, Rating80+ Bronze,1000 W,Semi,5, 6,
 Raidmax RX-1000AE  ,ATX, Rating80+ Gold,1000 W,Semi,4, 3,
 Raidmax RX-850AE  ,ATX, Rating80+ Gold,850 W,Semi,5, 7,
 Silverstone Nightjar  ,ATX, Rating80+ Bronze,400 W,No,0, 0,
 Silverstone Strider  ,ATX, Rating80+ Bronze,650 W,No,5, 1,
 FSP Group AURUM S 600W  ,ATX, Rating80+ Gold,600 W,No,4, 1,
 be quiet! Dark Power Pro 10  ,ATX, Rating80+ Platinum,850 W,Semi,5, 2,
 SeaSonic PRIME Gold  ,ATX, Rating80+ Gold,650 W,Full,5, 1,
 Thermaltake Toughpower GX1 RGB  ,ATX, Rating80+ Gold,500 W,No,4, 2,
 Zalman zm-650-XG  ,ATX, Rating80+ Gold,650 W,Semi,0, 0,
 Antec EarthWatts Platinum  ,ATX, Rating80+ Platinum,650 W,No,5, 3,
 Cooler Master V Semi-Modular  ,ATX, Rating80+ Gold,750 W,Semi,5, 3,
 SHARKOON SilentStorm Icewind  ,ATX, Rating80+ Bronze,650 W,Semi,0, 0,
 OCZ StealthXStream  ,ATX, Rating,700 W,No,5, 1,
 NZXT HALE 90  ,ATX, Rating80+ Gold,1000 W,Full,5, 1,
 Xilence Performance A+ III  ,ATX, Rating80+ Bronze,650 W,No,4, 1,
 XFX TS  ,ATX, Rating80+ Gold,650 W,No,5, 2,
 EVGA SuperNOVA 1000 PQ  ,ATX, Rating80+ Platinum,1000 W,Semi,0, 0,
 FSP Group Berserker 500  ,ATX, Rating80+ Bronze,500 W,No,4, 2,
 Cooler Master Hyper White  ,ATX, Rating80+,500 W,No,0, 0,
 Thermaltake Litepower  ,ATX, Rating,350 W,No,5, 1,
 Silverstone Strider  ,ATX, Rating80+,400 W,No,3, 1,
 Cougar CMX700V3  ,ATX, Rating80+ Bronze,700 W,Semi,0, 0,
 Rosewill PHOTON-550  ,ATX, Rating80+ Gold,550 W,Full,5, 8,
 Cougar CMX1200V3  ,ATX, Rating80+ Bronze,1200 W,Semi,0, 0,
 be quiet! Straight Power 10 CM  ,ATX, Rating80+ Gold,700 W,Semi,5, 2,
 Cooler Master eXtreme Power Plus  ,ATX, Rating,500 W,No,4, 7,
 Antec True Power  ,ATX, Rating80+ Gold,650 W,No,5, 7,
 Raidmax Cobra  ,ATX, Rating80+ Bronze,500 W,No,5, 1,
 Super Flower Amazon  ,ATX, Rating80+ Bronze,300 W,No,0, 0,
 Thermaltake Smart DPS G  ,ATX, Rating80+ Gold,750 W,Semi,0, 0,
 Corsair VS350  ,ATX, Rating,350 W,No,4, 4,
 Thermalright TP  ,ATX, Rating80+ Platinum,850 W,Full,0, 0,
 Thermalright TP  ,ATX, Rating80+ Platinum,1000 W,Full,0, 0,
 Rosewill Capstone  ,ATX, Rating80+ Gold,750 W,No,5, 7,$269.00
 Thermaltake Toughpower DPS G RGB Titanium  ,ATX, Rating80+ Titanium,850 W,Full,0, 0,
 be quiet! TFX Power 3 300  ,TFX, Rating80+ Bronze,300 W,No,0, 0,
 Super Flower Golden Green HX  ,ATX, Rating80+ Gold,650 W,No,0, 0,
 Enermax REVOLUTION ATX 3.0  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 Enermax MarbleBron  ,ATX, Rating80+ Bronze,650 W,Semi,0, 0,$82.94
 Rosewill CS-850M  ,ATX, Rating80+ Gold,850 W,Full,0, 0,$119.66
 YEYIAN Raiden  ,ATX, Rating80+ Bronze,650 W,No,0, 0,
 Apevia ATX-JP1000W  ,ATX, Rating80+ Bronze,1000 W,No,0, 0,
 Antec True Power  ,ATX, Rating80+ Gold,750 W,No,5, 2,
 SHARKOON WPC Bronze  ,ATX, Rating80+ Bronze,550 W,No,3, 1,
 Apevia ATX-VS450W  ,ATX, Rating,450 W,No,0, 0,
 Antec EDGE  ,ATX, Rating80+ Gold,750 W,Full,5, 1,
 SeaSonic X  ,ATX, Rating80+ Gold,1050 W,Full,5, 9,
 Antec Earthwatts  ,ATX, Rating80+,750 W,No,0, 0,
 Antec True Power  ,ATX, Rating80+ Bronze,750 W,Full,4, 1,
 Apevia ATX-WA750W  ,ATX, Rating,750 W,No,3, 1,
 Thermaltake Toughpower Grand  ,ATX, Rating80+ Gold,650 W,Semi,5, 2,
 Thermaltake TR2  ,ATX, Rating80+ Bronze,600 W,No,4, 4,
 FSP Group AURUM S 500W  ,ATX, Rating80+ Gold,500 W,No,3, 1,
 Cougar GX  ,ATX, Rating80+ Gold,800 W,Full,0, 0,
 Antec Earthwatts Green  ,ATX, Rating80+ Bronze,350 W,No,0, 0,
 be quiet! STRAIGHT POWER E9 | 500W  ,ATX, Rating80+ Gold,500 W,No,5, 3,
 Montech GAMMA II  ,ATX, Rating80+ Gold,650 W,No,0, 0,
 be quiet! Dark Power Pro 10  ,ATX, Rating80+ Gold,650 W,Semi,5, 3,
 Antec High Current Pro  ,ATX, Rating80+ Platinum,1000 W,Full,5, 1,
 Cooler Master i500  ,ATX, Rating80+ Bronze,500 W,No,4, 8,
 Cooler Master 400W MasterWatt Lite 230V  ,ATX, Rating80+,400 W,No,0, 0,
 Apex AG-M  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 FSP Group HEXA 85+  ,ATX, Rating80+ Bronze,350 W,No,4, 1,
 FSP Group HEXA 85+ PRO  ,ATX, Rating80+ Bronze,350 W,No,0, 0,
 Cougar GX-S  ,ATX, Rating80+ Gold,750 W,No,5, 2,
 Zalman zm-500-LE  ,ATX, Rating,500 W,No,4, 1,
 be quiet! Pure Power 9  ,ATX, Rating80+ Silver,500 W,Semi,5, 2,
 XFX P1-650X-XXB9  ,ATX, Rating80+ Bronze,650 W,Semi,4, 15,
 Corsair TX850 V2  ,ATX, Rating80+ Bronze,850 W,No,4, 5,
 be quiet! Pure Power L8  ,ATX, Rating80+ Bronze,700 W,No,0, 0,
 XFX P1-550S-XXB9  ,ATX, Rating80+ Bronze,550 W,No,5, 58,
 Cooler Master Hyper White  ,ATX, Rating80+,600 W,No,0, 0,
 Xilence XP430R8  ,ATX, Rating80+ Bronze,430 W,No,0, 0,
 Fractal Design Integra R2  ,ATX, Rating80+ Bronze,650 W,No,4, 9,
 Inter-Tech Coba Nitrox Nobility  ,ATX, Rating80+ Silver,700 W,Semi,0, 0,
 Sentey ERP-600-SS  ,ATX, Rating,600 W,No,0, 0,
 FSP Group SFX Pro  ,SFX, Rating80+ Bronze,350 W,No,0, 0,
 RAIJINTEK CRATOS  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 Solid Gear SDGR-650E  ,ATX, Rating,650 W,No,0, 0,
 Thermalright TG  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 Enermax CYBERBRON  ,ATX, Rating80+ Bronze,700 W,No,0, 0,
 Thermaltake Toughpower PF1 - TT Premium Edition  ,ATX, Rating80+ Platinum,1200 W,Full,0, 0,
 CoolMax ZX-700  ,ATX, Rating80+,700 W,No,4, 3,
 Montech CENTURY  ,ATX, Rating80+ Gold,550 W,Full,5, 1,
 Rosewill HIVE S  ,ATX, Rating80+ Bronze,650 W,Full,0, 0,
