CPU Name,Core Count,Performance Core Clock,Boost Clock,TDP,Integrated Graphics,Sockets Supported,Rating,Rating Count,Price
"<div class=""td__nameWrapper""> <p>Intel Xeon E-2236</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count6,Performance Core Clock3.4 GHz,Performance Core Boost Clock4.8 GHz,TDP80 W,Integrated GraphicsNone,SMTYes,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price"">$430.00<button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""ZRK2FT"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Core i5-4440S</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count4,Performance Core Clock2.8 GHz,Performance Core Boost Clock3.3 GHz,TDP65 W,Integrated GraphicsIntel HD Graphics 4600,SMTNo,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price"">$50.00<button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""bLtCmG"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Core 2 Quad Q9400</p> <div class=""td__rating"" data-ci=""375""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (1)</div> </div>",Core Count4,Performance Core Clock2.66 GHz,Performance Core Boost Clock,TDP95 W,Integrated GraphicsNone,SMTNo,"<td class=""td__rating td--nowrap"" data-ci=""375""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (1)</td>","<td class=""td__rating td--nowrap"" data-ci=""375""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (1)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""DPkD4D"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>AMD A8-6500</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count4,Performance Core Clock3.5 GHz,Performance Core Boost Clock,TDP65 W,Integrated GraphicsRadeon HD 8570D,SMTNo,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""nDtCmG"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Xeon E3-1271 V3</p> <div class=""td__rating"" data-ci=""565""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (1)</div> </div>",Core Count4,Performance Core Clock3.6 GHz,Performance Core Boost Clock4 GHz,TDP80 W,Integrated GraphicsNone,SMTYes,"<td class=""td__rating td--nowrap"" data-ci=""565""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (1)</td>","<td class=""td__rating td--nowrap"" data-ci=""565""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (1)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""73V48d"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>AMD Ryzen 7 1800X</p> <div class=""td__rating"" data-ci=""565""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (1)</div> </div>",Core Count8,Performance Core Clock3.6 GHz,Performance Core Boost Clock4 GHz,TDP95 W,Integrated GraphicsNone,SMTYes,"<td class=""td__rating td--nowrap"" data-ci=""565""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (1)</td>","<td class=""td__rating td--nowrap"" data-ci=""565""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (1)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""PFXnTW"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Core i5-7640X</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count4,Performance Core Clock4 GHz,Performance Core Boost Clock4.2 GHz,TDP112 W,Integrated GraphicsNone,SMTNo,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price"">$225.40<button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""9jzZxr"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Core 2 Duo E7300</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count2,Performance Core Clock2.66 GHz,Performance Core Boost Clock,TDP65 W,Integrated GraphicsNone,SMTNo,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price"">$38.19<button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""Ms7wrH"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Core 2 Quad Q9550</p> <div class=""td__rating"" data-ci=""763""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-half""><use xlink:href=""#shape-star-half""></use></svg></li></ul> (4)</div> </div>",Core Count4,Performance Core Clock2.83 GHz,Performance Core Boost Clock,TDP95 W,Integrated GraphicsNone,SMTNo,"<td class=""td__rating td--nowrap"" data-ci=""763""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-half""><use xlink:href=""#shape-star-half""></use></svg></li></ul> (4)</td>","<td class=""td__rating td--nowrap"" data-ci=""763""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-half""><use xlink:href=""#shape-star-half""></use></svg></li></ul> (4)</td>","<td class=""td__price"">$165.51<button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""X4TmP6"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>AMD Phenom II X4 820</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count4,Performance Core Clock2.8 GHz,Performance Core Boost Clock,TDP95 W,Integrated GraphicsNone,SMTNo,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price"">$56.64<button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""8g7wrH"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Core i5-2550K</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count4,Performance Core Clock3.4 GHz,Performance Core Boost Clock,TDP95 W,Integrated GraphicsNone,SMTNo,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""sWphP6"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>AMD Athlon X4 760K</p> <div class=""td__rating"" data-ci=""853""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (49)</div> </div>",Core Count4,Performance Core Clock3.8 GHz,Performance Core Boost Clock4.1 GHz,TDP100 W,Integrated GraphicsNone,SMTNo,"<td class=""td__rating td--nowrap"" data-ci=""853""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (49)</td>","<td class=""td__rating td--nowrap"" data-ci=""853""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (49)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""bHdqqs"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Xeon E5-2660 V2</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count10,Performance Core Clock2.2 GHz,Performance Core Boost Clock3 GHz,TDP95 W,Integrated GraphicsNone,SMTYes,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""T86BD3"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Core i7-3770T</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count4,Performance Core Clock2.5 GHz,Performance Core Boost Clock3.7 GHz,TDP45 W,Integrated GraphicsIntel HD Graphics 4000,SMTYes,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""KCphP6"">Add</button></td>"
